FICHE;DATE;ZONE;NUMECH;MP4;P9_PREF;MP5;MP6;MP7;MP8;MP9;MP10;MP11;MP12;MP13;MP14;MP15;MP16;MP17;MP18;M1;M2;M3;M4;M5;M6;M7_1;M8_1;M9_1;M10_1;M11_1;M12_1;M13_1;M7_2;M8_2;M9_2;M10_2;M11_2;M12_2;M13_2;M7_3;M8_3;M9_3;M10_3;M11_3;M12_3;M13_3;M7_4;M8_4;M9_4;M10_4;M11_4;M12_4;M13_4;COEM
1 ;221108;023003;014;5;6;23;00;02;00;00;21;1;05;03;05;00;1;6;032;4;3;1;4;1;1;1;3;1991;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;081.015
1 ;271108;023003;026;3;7;04;00;02;00;00;02;0;00;01;01;00;2;7;070;4;1;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.991
1 ;031208;023003;027;2;7;09;01;06;00;00;02;1;01;01;02;01;2;7;066;1;5;1;3;2;1;1;3;1999;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;180409;023003;053;5;7;07;00;00;00;02;05;1;01;01;02;00;2;7;070;4;1;1;3;2;1;1;1;2004;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;100309;023003;058;1;7;04;00;00;00;00;04;0;01;01;02;00;1;7;076;4;3;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;210109;023003;061;2;1;17;01;12;00;00;04;1;02;01;03;01;2;1;040;1;5;1;3;1;1;1;3;2005;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.187
1 ;130109;023003;065;1;7;04;00;04;00;00;00;1;01;01;02;00;2;7;066;4;1;1;3;2;1;1;1;2000;05;1;3;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;200109;023003;066;1;1;06;00;04;00;00;02;2;03;01;04;00;1;1;048;4;3;1;4;1;2;1;2;1995;06;1;1;3;1;2;1999;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;067.401
1 ;130109;023003;068;1;7;10;00;05;00;00;05;1;01;01;02;00;1;7;075;1;1;1;3;2;1;1;1;2000;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;110309;023003;070;2;1;32;04;00;00;00;28;0;02;05;07;10;2;8;041;4;3;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;081.015
1 ;140309;023003;082;5;1;14;00;00;00;07;07;1;01;01;02;00;2;1;055;3;4;1;4;1;1;1;3;2006;08;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;030209;023003;086;1;7;00;00;00;00;00;00;0;00;01;01;00;2;7;071;3;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.991
1 ;130209;023003;095;4;7;00;00;00;00;00;00;1;00;01;01;00;2;7;074;4;1;1;3;2;1;1;1;2003;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.991
1 ;110309;023003;103;2;7;02;00;00;00;00;02;1;01;01;02;00;2;7;077;1;4;1;3;2;1;1;1;1991;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;140309;023003;111;5;7;05;02;00;00;00;03;1;01;01;02;02;1;7;075;4;1;1;4;1;1;1;3;2003;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;170209;023003;125;1;1;04;00;02;00;00;02;1;01;01;02;00;2;8;056;4;1;1;1;2;1;1;3;2007;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;180209;023003;126;2;7;03;00;02;01;00;00;2;01;01;02;00;1;7;064;4;1;1;1;1;2;1;4;2000;05;1;1;2;1;3;2003;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;060209;023004;001;4;7;08;00;08;00;00;00;2;01;01;02;00;2;7;062;4;1;1;3;1;2;1;3;2001;06;1;1;2;1;2;1992;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;051208;023004;010;4;7;05;04;00;00;00;01;0;01;00;01;04;1;7;062;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.991
1 ;060509;023004;013;2;8;12;00;03;00;00;09;1;00;03;03;00;2;6;025;4;5;1;3;1;1;1;1;1998;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.187
1 ;050209;023004;017;3;7;00;00;00;00;00;00;1;01;01;02;00;2;7;064;4;1;1;4;1;1;1;1;2004;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;111208;023004;021;3;7;00;00;00;00;00;00;1;00;01;01;00;2;7;074;4;1;1;4;2;1;1;1;2003;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.991
1 ;131208;023004;023;5;1;24;00;02;00;00;22;2;03;01;04;00;1;1;057;4;1;1;4;1;2;1;3;2003;07;1;1;2;2;3;2000;07;2;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;067.401
1 ;130109;023004;033;1;7;13;02;06;00;00;05;2;01;01;02;02;1;7;077;4;1;1;4;1;2;1;1;2000;07;1;1;2;1;1;2008;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;060509;023004;042;2;1;15;00;03;00;00;12;1;03;02;03;00;1;1;035;4;2;1;4;1;1;1;1;1999;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;288.941
1 ;130209;023004;055;4;2;22;02;12;00;00;08;1;02;06;08;02;2;5;017;4;3;2; ;2;1;3;3;2007;15;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;081.015
1 ;220109;023004;060;3;2;05;02;03;00;00;00;0;00;02;02;02;2;2;022;4;3;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;230109;023004;072;4;7;13;00;10;00;00;03;1;01;01;02;00;2;7;067;4;1;1;3;2;1;1;3;2007;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;130209;023004;074;4;1;30;10;17;00;00;03;2;03;03;06;10;2;8;038;4;3;1;3;1;2;1;2;1990;05;1;3;2;1;3;2003;06;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;081.015
1 ;170209;023004;084;1;1;13;00;01;01;00;11;1;02;03;04;01;1;1;034;4;1;2; ;2;1;1;3;1998;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;288.941
1 ;290109;023004;093;3;7;09;05;00;00;00;04;1;01;01;02;06;2;8;061;4;2;2; ;2;1;3;3;1998;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;170209;023004;118;1;1;03;00;03;00;00;00;1;01;01;02;00;2;8;054;4;1;2; ;2;1;1;3;2009;05;1;2;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;180209;023004;119;2;1;16;00;06;00;04;06;3;02;02;04;00;1;1;055;4;1;1;4;1;3;1;3;1995;05;1;2;2;1;3;1992;08;1;2;2;1;3;1998;05;1;2;2; ; ;    ;  ; ; ; ;067.401
1 ;170409;023005;071;4;2;06;04;00;02;00;00;0;02;01;03;04;1;5;016;4;3;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.187
1 ;160109;023005;073;4;7;02;00;02;00;00;00;1;01;01;02;00;2;7;079;2;1;1;3;1;1;1;3;2007;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;032.491
1 ;130209;023005;105;4;1;03;00;03;00;00;00;1;00;01;01;00;2;1;038;4;2;1;4;1;1;1;1;2004;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;048.991
1 ;181108;024001;002;1;7;08;00;02;00;00;06;1;01;01;02;00;1;7;065;4;1;1;3;1;1;1;1;2002;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;281108;024001;036;4;2;06;01;04;00;00;01;1;01;00;01;01;1;2;027;4;4;1;4;1;1;1;3;1993;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;150109;024001;047;3;7;00;00;00;00;00;00;0;01;01;02;00;2;7;085;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;161208;024001;070;1;1;06;02;00;00;00;04;1;00;01;01;02;2;1;055;4;1;1; ;1;1;1; ;2004;05;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;111208;024001;079;3;1;06;02;00;00;00;04;2;02;02;03;02;1;1;031;4;2;1;3;1;2;3;3;1997;11;1;3;2;3;1;1993;05;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;069.565
1 ;250309;024001;663;2;7;10;00;02;00;00;08;1;01;02;03;00;1;7;077;4;1;1;4;1;1;1;1;1998;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;170309;024001;677;1;1;05;03;00;00;00;02;0;00;02;02;06;2;1;052;4;4;1;1;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;160409;024001;683;3;1;10;00;04;00;00;06;2;01;02;03;00;2;2;042;3;4;1;3;1;2;1;2;1998;06;1;1;2;1;2;1994;09;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;221008;024002;016;2;7;04;04;00;00;00;00;0;00;01;01;04;2;7;086;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;181108;024002;029;1;7;04;00;04;00;00;00;1;00;01;01;00;2;7;064;3;4;2; ;2;1;1;1;2006;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;131208;024002;048;5;1;06;01;02;00;02;01;1;01;01;02;01;2;8;060;3;1;1;3;1;1;1;1;2004;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;121208;024002;068;4;7;17;02;13;00;00;02;2;02;01;03;03;1;7;077;4;1;1;1;1;2;1;1;2003;09;1;1;2;1;1;2001;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;080109;024002;097;3;7;00;00;00;00;00;00;0;00;01;01;00;2;7;084;1;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;220109;024002;105;3;7;06;00;00;00;00;06;1;01;01;02;00;2;1;061;4;1;2;3;1;1;1;3;2008;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;280109;024002;118;2;7;04;00;00;00;04;00;1;01;01;02;00;1;7;071;4;1;1;3;1;1;1;1;2004;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;140309;024002;661;5;7;21;03;04;00;00;14;2;02;02;04;03;1;7;065;4;4;1;3;1;2;1;3;2009;05;1;1;2;1;1;1998;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;069.565
1 ;100309;024002;691;1;2;03;02;00;00;00;01;0;01;00;01;02;1;2;043;3;5;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;170309;024002;707;1;7;02;00;02;00;00;00;1;00;01;01;00;2;7;073;4;4;1;3;2;1;2;1;2007;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;061208;024003;033;5;1;10;02;02;00;02;04;2;03;02;05;02;2;2;050;1;1;1;3;1;2;1;1;2004;06;1;1;1;1;1;1999;08;1;1;1; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;061.555
1 ;041208;024003;056;3;1;10;00;04;00;04;02;2;03;01;04;00;1;1;050;3;1;1;1;1;2;1;1;1998;06;1;1;1;1;1;2005;06;1;1;1; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;069.565
1 ;191208;024003;078;4;8;04;02;00;00;00;02;0;00;02;01;02;2;8;035;3;4;2; ;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;031208;024003;538;2;7;00;00;00;00;00;00;1;00;01;01;00;2;7;075;4;1;1;4;1;1;1;1;2002;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;070109;024004;035;2;1;02;00;02;00;00;00;1;00;01;01;00;2;1;055;3;1;1;3;1;1;1;3;1993;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;021208;024004;045;1;1;08;00;04;00;02;02;2;01;02;03;00;1;1;052;1;1;1;3;1;2;1;2;2004;06;1;2;2;1;2;1973;11;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;121208;024004;063;4;8;00;00;00;00;00;00;0;00;01;01;00;2;8;078;4;1;1; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;101208;024004;065;2;7;06;00;04;00;02;00;1;01;00;01;00;1;7;063;4;4;1;3;1;1;1;1;2002;07;1;1;1; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;161208;024004;087;1;7;04;00;02;00;00;02;1;01;00;01;00;1;7;060;1;4;1; ;1;1;1;3;2008;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;171208;024004;090;2;6;12;02;02;00;00;08;1;03;04;06;02;1;6;045;3;4;1; ;1;1;1;1;2003;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;040.796
1 ;070109;024004;094;2;8;04;02;00;00;00;02;0;00;01;01;02;2;8;073;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;220109;024004;109;3;4;04;00;00;00;00;04;0;01;00;01;00;1;4;024;4;4;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;100209;024004;129;1;7;09;00;06;00;00;03;2;01;01;02;00;2;7;071;1;1;1;3;1;2;1;1;1992;05;1;1;2;1;1;1994;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;131108;024004;503;3;7;04;02;00;00;00;02;0;00;01;01;02;2;7;080;3;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;221008;024005;004;2;7;10;01;09;00;00;00;1;01;01;02;01;1;7;073;4;1;1;1;2;1;1;1;2005;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;211008;024005;017;1;7;02;00;02;00;00;00;1;01;01;02;00;2;8;082;2;1;1;1;2;1;1;2;2008;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;121208;024005;041;4;6;00;00;00;00;00;00;0;00;01;01;00;2;6;057;4;4;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;291108;024005;058;5;1;09;00;02;00;04;03;2;01;01;02;00;1;1;063;4;1;1;3;1;2;1;3;2005;08;1;1;2;1;1;2006;10;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;161208;024005;061;1;7;05;00;03;02;00;00;1;01;01;02;00;1;7;075;4;1;1;1;1;1;1;1;2005;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;150109;024005;095;3;2;11;00;03;00;00;08;2;01;02;03;00;1;2;037;4;1;1;3;1;2;1;1;2000;05;1;2;2;1;3;2005;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;130109;024005;100;1;1;04;00;04;00;00;00;1;01;02;02;00;2;8;023;4;4;1;3;2;1;1;1;2004;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;200109;024005;103;1;1;02;02;00;00;00;00;1;00;01;01;02;2;1;054;1;5;1;1;1;1;1;1;1983;04;2;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;081108;024005;504;5;7;06;02;00;00;00;04;1;01;01;02;02;1;7;086;4;1;1;3;1;1;1;1;1998;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;211008;024006;013;1;7;10;00;00;00;00;10;1;01;01;02;00;2;7;061;1;1;1;3;1;1;1;1;2001;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;221008;024006;014;2;7;13;02;10;00;00;01;2;01;01;02;02;2;7;065;1;1;1;3;1;2;1;2;2005;07;1;2;2;1;2;2008;04;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;241008;024006;018;4;1;07;00;03;00;02;02;2;01;02;03;00;1;1;053;1;1;1;1;1;2;1;1;1993;07;1;1;2;1;1;1999;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;070109;024006;030;2;1;04;00;00;00;02;02;1;01;01;02;00;1;1;054;4;4;1;3;2;1;1;1;2001;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;041208;024006;034;3;7;02;00;02;00;00;00;1;01;00;01;00;1;7;068;4;1;1;3;2;1;1;1;2007;08;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;121208;024006;038;4;7;00;00;00;00;00;00;1;01;00;01;00;1;7;056;4;1;1;3;1;1;1;1;1996;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;160109;024006;062;4;1;11;00;11;00;00;00;2;02;02;03;00;1;1;035;4;1;1;1;1;2;1;1;2000;05;1;2;2;1;1;2002;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;069.565
1 ;111208;024006;064;3;1;13;00;13;00;00;00;2;01;02;03;00;1;1;030;4;1;1;3;1;2;1;3;2002;04;2;3;2;1;1;2007;05;1;1;1; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;082.815
1 ;091208;024006;069;1;7;04;00;04;00;00;00;1;01;01;02;00;1;7;082;4;1;1;3;2;1;1;1;2000;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;230109;024006;083;4;1;11;00;11;00;00;00;2;02;02;02;00;2;8;032;3;4;2; ;1;2;1;3;2004;06;1;1;3;1;3;2008;06;2;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;069.565
1 ;161208;024006;085;1;7;06;00;02;00;00;04;2;01;01;02;00;2;1;054;3;1;2; ;1;2;1;1;2003;07;1;1;2;1;1;2004;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;181208;024006;086;3;7;04;04;00;00;00;00;1;00;01;01;06;2;7;066;3;1;1;3;2;1;1;3;2006;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;100209;024006;102;1;7;07;05;01;00;00;01;1;00;01;01;05;2;7;081;1;1;1;3;1;1;1;2;1998;05;1;1;1; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;100209;024006;115;1;7;03;02;00;00;00;01;1;00;01;01;02;2;7;066;4;4;1;3;2;1;1;1;2008;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;040209;024006;122;2;1;02;00;02;00;00;00;1;00;01;01;00;2;1;052;4;1;1;1;1;1;1;1;2001;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;241008;024006;501;4;1;09;02;04;00;00;03;2;01;01;02;04;2;8;050;4;1;1;3;2;2;1;1;1998;06;1;3;2;1;3;2007;05;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;031208;024006;505;2;1;04;00;04;00;00;00;2;01;01;02;00;2;8;054;4;1;1;3;1;2;1;1;1998;08;1;2;1;1;5;2001;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;211008;024007;010;1;2;05;00;02;00;03;00;1;00;01;01;00;2;2;062;4;1;1;3;1;1;1;2;2002;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;161008;024007;011;3;7;03;00;00;00;00;03;0;00;01;01;00;2;7;080;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;141108;024007;026;4;2;00;00;00;00;00;00;0;00;01;01;00;2;2;056;4;5;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;101208;024007;027;2;1;10;00;09;00;00;01;1;01;01;02;00;1;1;028;4;5;1;4;1;1;1;1;2005;08;1;4;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;041208;024007;040;3;7;10;04;00;00;00;06;1;01;01;02;04;2;7;069;4;1;1;3;1;1;1;2;2001;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;281108;024007;044;4;7;04;00;00;00;00;04;1;01;01;02;00;2;7;075;4;1;1;3;1;1;1;1;2005;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;061208;024007;050;5;7;04;00;04;00;00;00;1;01;01;02;00;2;7;067;1;1;1;3;2;1;1;1;2004;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;111208;024007;071;3;8;04;02;02;00;00;00;1;01;01;02;02;2;8;057;4;1;1;4;1;1;1;1;2003;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;150109;024007;072;3;1;10;00;06;00;00;04;2;01;03;04;00;1;1;050;1;1;1;3;1;2;1;1;2004;05;1;1;1;1;1;2006;04;1;1;1; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;069.565
1 ;111208;024007;074;3;7;00;00;00;00;00;00;0;01;01;02;00;2;7;090;1;5;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;191208;024007;096;4;1;06;00;04;00;00;02;1;01;01;02;00;1;1;027;4;4;1;3;1;1;1;1;2002;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;161208;024007;098;1;7;02;00;02;00;00;00;1;00;01;01;00;2;7;078;4;4;2; ;2;1;1;1;2001;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;066.897
1 ;050209;024007;107;3;7;12;00;04;00;00;08;1;01;01;02;00;2;7;063;2;1;1;3;2;1;1;1;2002;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;230109;024007;110;4;1;05;01;03;00;00;01;2;01;01;02;01;2;7;057;4;1;1;3;1;2;1;3;2004;06;1;1;2;1;3;2007;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;052.023
1 ;080409;024007;112;2;1;27;00;23;00;00;04;2;02;03;05;00;2;1;035;1;1;1;4;1;2;1;3;2002;06;1;1;2;3;3;2002;07;3;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;061.555
1 ;110409;024007;113;5;1;17;00;10;00;00;07;2;01;03;04;00;2;1;040;2;2;1;4;1;2;1;1;2004;05;1;2;2;1;1;2002;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;069.565
1 ;060209;024007;116;4;1;16;00;16;00;00;00;2;03;02;05;00;1;4;020;3;4;1;3;1;2;1;2;1995;06;1;1;3;1;3;2000;08;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;061.555
