FICHE;DATE;ZONE;NUMECH;MP4;P9_PREF;MP5;MP6;MP7;MP8;MP9;MP10;MP11;MP12;MP13;MP14;MP15;MP16;MP17;MP18;M1;M2;M3;M4;M5;M6;M7_1;M8_1;M9_1;M10_1;M11_1;M12_1;M13_1;M7_2;M8_2;M9_2;M10_2;M11_2;M12_2;M13_2;M7_3;M8_3;M9_3;M10_3;M11_3;M12_3;M13_3;M7_4;M8_4;M9_4;M10_4;M11_4;M12_4;M13_4;COEM
1 ;140209;096009;095;5;1;04;00;00;00;02;02;0;01;01;02;00;2;8;054;4;4;1;4;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;115.046
1 ;310109;096009;097;5;1;02;00;02;00;00;00;0;03;01;04;00;1;1;050;4;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;093.763
1 ;240109;096009;101;5;8;00;00;00;00;00;00;0;00;01;01;00;2;8;086;4;3;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;161.394
1 ;200209;096009;134;4;1;18;00;14;00;00;04;3;03;02;05;00;2;4;020;4;4;1;1;1;3;1;3;2002;07;1;1;2;1;3;2003;05;1;2;2;1;2;1990;04;3;2;2; ; ;    ;  ; ; ; ;525.861
1 ;310109;097001;088;5;1;10;00;02;00;00;08;2;01;01;02;00;1;1;063;3;1;1;3;1;2;1;3;2001;06;1;1;3;1;2;2001;03;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;190309;097001;141;3;2;07;00;04;00;00;03;1;00;02;02;00;2;2;056;4;3;1;3;2;1;1;1;2006;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;241008;097002;017;4;7;04;00;04;00;00;00;1;01;01;02;00;2;7;065;1;1;1;3;1;1;1;1;1994;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;260309;097002;029;3;1;04;00;00;00;00;04;0;00;01;01;00;2;1;049;4;1;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;260309;097002;038;3;7;00;00;00;00;00;00;0;00;01;01;00;2;7;088;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;040209;097002;044;2;7;03;00;00;00;00;03;0;00;01;01;00;2;7;083;2;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;270109;097002;093;1;6;08;00;00;00;00;08;0;00;02;02;00;2;6;037;3;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;030209;097002;112;1;7;04;00;00;00;00;04;1;01;01;02;00;1;7;062;3;4;1;3;2;1;1;1;1998;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;240309;097002;125;1;1;08;04;00;00;00;04;0;01;01;02;04;1;1;046;3;3;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;200209;097002;142;4;1;09;00;02;00;00;07;1;01;01;02;00;2;1;029;3;4;1;3;1;1;1;3;2000;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;170209;097002;147;1;7;06;00;02;00;00;04;1;01;00;01;00;1;7;083;3;4;1;3;2;1;1;1;2004;05;1;2;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;161008;097003;012;3;1;02;00;02;00;00;00;1;00;01;01;00;2;1;058;3;4;1;3;2;1;1;1;2000;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;191208;097003;046;4;7;07;00;03;00;00;04;1;00;01;01;00;2;7;060;4;1;1;3;1;1;1;3;2001;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;190309;097003;050;3;7;02;00;00;00;00;02;0;00;01;01;00;2;7;082;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;120209;097003;104;3;1;05;00;05;00;00;00;1;01;00;01;00;1;1;040;3;3;1;4;1;1;1;3;2000;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;170209;097003;143;1;1;10;00;07;00;00;03;2;02;01;03;00;2;1;040;3;2;1;3;1;2;1;1;2003;05;1;1;2;1;3;1999;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;291108;097003;433;5;6;00;00;00;00;00;00;0;00;01;01;00;2;6;049;4;3;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;210109;097004;007;2;1;06;00;06;00;00;00;1;01;00;01;00;1;1;031;3;4;1;1;1;1;1;1;2008;51;2;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;260309;097004;008;3;1;14;00;08;00;00;06;2;01;00;01;00;1;1;058;1;4;2; ;2;2;3;3;2009;06;3;2;2;1;3;1999;09;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;211008;097004;011;1;2;02;00;02;00;00;00;1;01;00;01;00;1;2;062;2;4;2; ;2;1;1;3;2003;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;030409;097004;014;4;7;04;00;04;00;00;00;1;01;01;02;00;2;7;085;3;1;1;3;2;1;1;1;1997;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;211008;097004;015;1;7;04;00;04;00;00;00;2;01;01;02;00;2;7;062;2;1;1;3;1;2;1;3;2004;11;1;1;2;1;1;2002;13;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;171208;097004;068;2;7;05;00;00;00;00;05;0;00;01;01;00;2;7;076;3;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;290109;097004;085;3;2;13;00;06;00;00;07;1;01;02;03;00;1;2;049;4;4;1;1;1;1;1;3;2005;07;1;4;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;290109;097004;091;3;7;11;00;04;00;03;04;1;01;01;02;00;1;7;066;3;1;1;4;1;1;1;3;2007;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;290109;097004;095;3;1;20;04;06;02;02;06;1;03;02;05;04;1;1;046;3;4;1;4;1;1;1;2;2000;08;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;050.572
1 ;270309;097004;126;4;7;08;00;00;00;00;08;1;01;01;02;00;1;7;069;3;1;1;3;1;1;1;1;2007;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;210309;097004;170;5;7;03;00;00;00;00;03;1;01;00;01;00;1;7;074;1;1;1;1;2;1;1;1;1996;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;210309;097004;173;5;7;04;00;02;00;00;02;1;00;01;01;00;2;7;082;4;1;1;3;2;1;1;1;2004;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;250309;097004;177;2;7;00;00;00;00;00;00;0;00;01;01;00;2;7;090;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;060109;097006;010;1;1;22;00;02;02;00;18;1;04;02;06;00;1;1;026;3;4;1;3;1;1;1;3;2003;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;025.409
1 ;190209;097006;034;3;1;02;00;02;00;00;00;1;01;00;01;00;1;1;045;4;4;1;4;1;1;1;3;2004;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;061208;097006;040;5;7;02;00;02;00;00;00;1;00;01;01;00;2;7;081;4;1;1;3;2;1;1;1;2003;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;161208;097006;042;1;7;00;00;00;00;00;00;1;01;00;01;00;1;7;075;4;1;1;1;1;1;1;2;2005;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;061208;097006;059;5;7;04;00;00;00;00;04;0;00;01;01;00;2;7;087;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;061208;097006;060;5;1;00;00;00;00;00;00;1;01;00;01;00;1;1;048;4;5;1;3;1;1;3;3;1997;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;030209;097006;115;1;7;00;00;00;00;00;00;0;01;01;02;00;1;7;071;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;060209;097006;119;4;1;15;00;15;00;00;00;2;02;01;03;00;1;1;042;2;4;1;3;1;2;1;3;2008;03;1;2;2;1;1;1987;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;030209;097006;120;1;7;04;00;02;00;00;02;1;01;01;02;00;2;1;063;4;1;1;3;1;1;1;1;2007;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;090409;097006;124;3;1;10;00;10;00;00;00;1;01;01;02;00;1;1;050;4;1;1;3;2;1;1;1;1992;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;110309;097006;129;2;7;00;00;00;00;00;00;1;01;00;01;00;1;7;074;4;1;1;4;2;1;1;3;1986;11;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;090409;097006;155;3;1;17;00;05;00;00;12;1;02;01;03;00;1;1;040;3;1;1;1;1;1;1;3;2006;09;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;190309;097006;164;3;6;08;02;00;00;00;06;1;01;01;02;02;2;2;053;4;1;1;1;2;1;1;3;2008;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;120209;097006;411;3;7;04;02;00;00;00;02;1;02;01;03;02;1;1;034;4;3;1;3;1;1;1;3;2005;08;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;081108;097007;002;5;7;06;00;04;00;00;02;1;01;01;02;00;2;1;048;1;4;1;3;1;1;1;1;1998;07;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;070209;097007;005;5;7;08;00;08;00;00;00;1;01;01;02;00;2;7;067;2;1;1;3;1;1;1;3;1999;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;310109;097007;039;5;8;03;00;00;00;00;03;0;00;01;01;00;2;8;057;3;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;130309;097007;045;4;2;05;00;05;00;00;00;1;00;01;01;00;2;2;056;3;1;1;1;1;1;1;3;2001;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;200109;097007;057;1;1;06;00;06;00;00;00;2;02;01;03;00;2;1;043;4;2;1;3;1;2;1;3;2006;04;1;2;2;1;2;1993;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;060209;097007;061;4;7;02;00;00;00;00;02;1;00;01;01;00;2;7;085;1;1;1;3;2;1;1;1;1995;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;181208;097007;064;3;6;10;00;04;00;00;06;2;02;03;05;00;2;1;038;1;1;1;4;1;2;1;3;2007;08;1;1;2;1;3;2007;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;050.572
1 ;070209;097007;072;5;7;00;00;00;00;00;00;0;00;01;01;00;2;7;079;4;3;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;270109;097007;102;1;1;09;00;04;00;00;05;1;01;02;03;00;2;1;042;4;3;2; ;2;1;1;2;1994;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;100209;097007;105;1;7;00;00;00;00;00;00;0;00;01;01;00;2;7;081;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;110209;097007;130;2;7;02;00;02;00;00;00;1;01;01;02;00;1;7;083;4;1;1;3;2;1;1;1;2001;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;110309;097007;137;2;1;11;00;03;00;02;06;1;02;01;02;00;1;1;048;4;3;1;4;1;1;1;1;1998;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;100309;097007;145;1;1;18;00;06;00;11;01;1;03;01;03;00;1;1;037;4;2;1;1;1;1;1;3;2002;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;220.020
1 ;310109;097008;001;5;7;00;00;00;00;00;00;0;00;01;01;00;2;7;077;3;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;060209;097008;023;4;1;05;00;05;00;00;00;1;01;00;01;00;1;1;036;3;2;2; ;2;1;1;1;1995;06;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;201108;097008;033;3;7;02;01;00;00;00;01;0;00;01;01;01;2;7;077;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;100209;097008;113;1;7;06;00;03;00;00;03;1;00;01;01;00;2;7;069;4;1;1;3;1;1;1;1;2006;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;180209;097008;134;2;1;04;00;04;00;00;00;1;01;00;01;00;1;1;025;4;4;1;4;1;1;1;1;1992;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;140109;097009;016;2;1;06;00;04;00;00;02;1;01;01;02;00;1;5;016;4;1;1;4;1;1;1;3;2003;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;130309;097009;018;4;1;04;03;00;00;00;01;0;00;01;01;03;2;1;039;1;4;1;1;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;040209;097009;025;2;1;08;00;04;00;04;00;1;01;02;03;00;2;1;039;3;1;1;4;1;1;1;3;2003;06;1;3;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;040409;097009;026;5;7;06;00;00;00;04;02;1;01;01;02;00;1;7;067;3;1;1;1;1;1;1;1;2004;08;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;291108;097009;049;5;7;08;00;04;00;00;04;1;01;01;02;00;2;7;062;3;1;1;3;1;1;1;2;2005;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;280109;097009;076;2;7;08;02;06;00;00;00;1;00;02;02;02;2;7;090;3;1;1;3;2;1;1;1;2007;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;060209;097009;110;4;7;04;00;04;00;00;00;1;00;01;01;00;2;7;071;4;1;2; ;2;1;1;1;2002;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;130209;097009;132;4;1;12;00;09;00;03;00;2;01;02;03;00;1;1;055;4;1;1;3;1;2;1;1;2001;08;1;1;2;1;1;2008;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;110309;097009;151;2;7;03;00;03;00;00;00;1;01;00;01;00;1;7;080;3;3;1;3;2;1;1;3;2007;06;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;210309;097009;166;5;7;00;00;00;00;00;00;0;00;01;01;00;2;7;081;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;080409;097010;024;2;7;03;00;03;00;00;00;1;00;01;01;00;2;7;070;3;1;1;3;1;1;1;1;2006;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;190309;097010;047;3;7;16;00;06;00;00;10;1;01;01;02;00;1;7;078;3;1;1;3;1;1;1;3;2007;08;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;280109;097010;087;2;7;00;00;00;00;00;00;0;00;01;01;00;2;7;069;2;4;1;4;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;030409;097010;128;4;1;26;00;17;00;00;09;2;03;02;05;00;1;1;043;2;1;1;3;1;2;1;3;2007;07;1;1;2;1;1;2001;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;050.572
1 ;100409;097010;157;4;7;06;00;00;00;02;04;2;02;02;04;00;2;8;058;1;1;1;1;1;2;1;3;2002;05;1;1;3;1;5;1996;06;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;220.020
1 ;190309;097010;159;3;7;19;00;14;00;00;05;2;01;01;02;00;1;7;077;4;1;1;3;1;2;1;3;2005;13;1;1;2;1;1;2008;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;181108;097011;028;1;7;03;00;02;00;00;01;1;01;00;01;00;1;7;072;1;1;1;1;1;1;1;1;2006;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;191208;097011;066;4;7;08;00;06;00;00;02;2;01;01;02;00;2;1;058;1;1;1;3;1;2;3;3;2000;07;1;1;2;3;1;2003;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;111.501
1 ;170309;097011;069;1;7;02;00;02;00;00;00;1;01;00;01;00;1;7;077;4;1;1;3;2;1;1;1;1991;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;060209;097011;070;4;7;00;00;00;00;00;00;1;00;01;01;00;2;7;072;1;5;1;3;1;1;1;1;2001;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;191208;097011;089;4;7;04;00;00;00;00;04;0;00;01;01;00;2;7;076;3;5;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;110209;097011;114;2;1;10;08;00;00;00;02;0;03;03;05;08;1;1;037;4;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;025.409
1 ;110209;097011;131;2;7;04;00;04;00;00;00;1;01;00;01;00;1;7;057;2;1;1;3;2;1;1;1;2007;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;030409;097011;138;4;6;08;00;04;00;02;02;1;02;01;03;00;2;6;052;4;1;1;3;1;1;1;1;1997;05;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;085.995
1 ;110309;097011;148;2;1;39;00;32;00;03;04;2;02;02;04;00;1;1;020;4;1;1;3;1;2;1;3;2007;05;1;1;3;1;3;1998;05;1;2;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;220.020
1 ;130309;097011;150;4;7;04;00;02;00;00;02;1;01;00;01;00;1;7;078;4;1;1;3;2;1;1;1;1990;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;089.198
1 ;251108;098001;029;1;7;00;00;00;00;00;00;0;00;01;01;00;2;7;089;3;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;110309;098001;128;2;7;00;00;00;00;00;00;1;00;01;01;00;2;7;066;4;4;1;1;2;1;1;1;2000;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;240309;098001;173;1;1;06;00;04;00;00;02;2;01;02;03;00;2;2;040;2;5;1;3;1;2;1;2;1996;07;1;1;2;1;2;2000;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;083.991
1 ;190309;098001;191;3;1;02;00;02;00;00;00;1;00;01;01;00;2;1;062;4;1;1;3;2;1;1;1;2003;04;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;120309;098002;006;3;7;04;00;00;00;00;04;0;00;01;01;00;2;7;060;4;4;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;280109;098002;023;2;7;04;02;00;00;00;02;0;01;01;02;02;2;8;079;4;1;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;062.455
1 ;221108;098002;031;5;7;00;00;00;00;00;00;0;00;01;01;00;2;7;082;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;031208;098002;034;2;7;10;00;00;00;00;10;0;00;01;01;00;2;7;084;4;4;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;180309;098002;072;2;7;00;00;00;00;00;00;0;00;01;01;00;2;7;072;4;4;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;171208;098002;085;2;1;04;00;04;00;00;00;1;00;01;01;00;2;1;053;4;1;1;3;1;1;1;1;2007;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;270109;098002;109;1;1;14;00;00;00;00;14;1;01;01;02;00;1;1;059;4;5;1;1;2;1;1;1;1997;07;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;062.455
1 ;140309;098002;111;5;8;00;00;00;00;00;00;1;00;01;01;00;2;8;056;4;1;1;3;2;1;1;1;2008;04;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;100309;098002;113;1;7;04;02;00;01;00;01;0;00;01;01;03;2;7;065;4;1;1;1;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;170209;098002;118;1;7;00;00;00;00;00;00;0;00;01;01;00;2;7;082;4;1;1;3;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;170209;098002;121;1;1;02;00;02;00;00;00;1;00;01;01;00;2;1;053;4;4;1;3;1;1;1;1;2000;05;1;1;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;170309;098002;130;1;2;02;00;00;00;00;02;0;00;01;01;00;2;2;039;4;3;1;3;1;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;130309;098002;137;4;1;10;00;02;00;00;08;1;02;02;04;00;2;1;036;4;1;1;3;1;1;1;2;1998;07;1;3;2; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;101.075
1 ;140309;098002;147;5;7;00;00;00;00;00;00;0;01;00;01;00;1;7;080;4;1;2; ;2;0; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;073.863
1 ;140309;098002;150;5;7;03;00;00;00;03;00;1;01;01;02;00;1;7;063;4;1;1;4;1;1;1;3;1994;07;1;1;3; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ; ; ;    ;  ; ; ; ;062.455
