FICHE;ZONE;NUMECH;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15A;P15B;P16;P17A;P17B;P18A;P18B;P19;P20;P21;P22;P23;P24A;P24B;P25;COEP
2 ;008002;130;02;2;2;042;1;1;1;5;8;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;5;5;5;1;061.820
2 ;008002;130;03;1;3;017;1;1;2;0;5;0;85;2;1;2;007009;  ; ; ; ;2; ;5;5;5;2;1;4;4;1;061.820
2 ;008002;130;04;2;3;015;1;1;2;0;5;0;85;2;1;2;007001;  ; ; ; ;2; ;5;5;5;2;1;4;4;1;061.820
2 ;008002;130;05;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;061.820
2 ;008002;145;01;1;1;035;1;1;1;5;1;0;46;3; ;2;011003;17;3; ;1;2; ;5;1;1;3;2;3;4;1;054.998
2 ;008002;145;02;2;2;028;1;1;2;2;2;0;51;3; ;2;008002;07;3; ;1;2; ;5;2;5;2;2;3;4;1;054.998
2 ;008002;145;03;2;3;009;2;1;2;0;5;0;83;3; ;2;009001;  ; ; ; ;2; ;5;2;5;2;2;3;4;1;054.998
2 ;008002;146;01;2;4;086;1;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;4;5;4;1;054.998
2 ;008002;146;02;2;1;055;1;1;1;5;1;0;51;2;1;2;001001;15;1;2; ;2; ;5;5;1;4;4;5;4;1;054.998
2 ;008002;146;03;1;3;019;1;1;2;0;4;0;87;2;1;2;020001;  ;3; ;1;2; ;5;5;5;2;2;5;4;1;054.998
2 ;008002;152;01;2;2;060;1;1;1;2;2;0;55;3; ;2;008002;07;3; ;1;2; ;5;5;1;5;4;5;5;1;062.617
2 ;008002;152;02;1;1;058;1;1;1;2;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;3;3;3;5;4;1;062.617
2 ;008002;153;01;2;1;081;1;2;1;4;7;0;51;2;1; ;      ;  ; ; ; ;2; ;5;5;5;2;2;4;4;1;107.525
2 ;008002;162;01;2;1;039;1;2;1;5;1;0;41;2;1;2;039004;15;3; ;1;2; ;5;5;2;4;1;4;1;1;062.617
2 ;008002;162;02;1;3;008;2;2;2;0;5;0;83;3; ;2;008002;  ; ; ; ;2; ;2;5;5;2;1;4;5;1;062.617
2 ;008002;664;01;2;1;051;1;1;1;3;1;0;55;3; ;2;008002;07;3; ;1;2; ;5;5;5;4;4;5;5;1;107.525
2 ;008002;702;01;1;1;026;1;1;1;4;1;0;32;3; ;2;055005;07;2; ;3;2; ;5;5;2;2;2;5;2;1;062.617
2 ;008002;702;02;2;2;024;1;1;1;5;6;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;2;3;2;4;4;1;062.617
2 ;008003;015;01;1;1;075;2;2;1;1;7;0;66;3; ; ;      ;  ; ; ; ;1;9;5;5;4;2;4;5;5;1;107.525
2 ;008003;020;01;1;1;082;2;2;1;3;7;0;36;3; ; ;      ;  ; ; ; ;1;5;5;5;1;5;5;5;4;1;062.617
2 ;008003;020;02;2;2;073;1;2;1;3;7;0;41;2;1; ;      ;  ; ; ; ;2; ;5;5;4;2;2;4;5;1;062.617
2 ;008003;028;01;1;1;065;2;1;1;3;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;4;3;5;5;5;5;1;062.617
2 ;008003;028;02;2;2;060;1;1;1;2;7;0;46;2;1; ;      ;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;062.617
2 ;008003;030;01;1;1;051;1;2;1;7;1;0;61;3; ;2;200003;06;2; ;1;2; ;5;5;1;5;5;5;1;1;061.820
2 ;008003;030;02;2;2;051;1;2;2;7;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;1;5;5;2;061.820
2 ;008003;030;03;1;3;020;1;1;2;0;4;0;87;2;1;2;061052;  ;3; ;1;2; ;5;5;5;5;1;5;1;1;061.820
2 ;008003;030;04;1;3;016;1;1;2;0;5;0;84;3; ;2;024004;  ; ; ; ;2; ;5;5;5;5;1;5;5;1;061.820
2 ;008003;030;05;2;3;016;2;1;2;0;5;0;84;3; ;2;024004;  ; ; ; ;2; ;5;5;5;5;1;5;5;1;061.820
2 ;008003;034;01;2;2;076;1;1;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;4;5;3;1;062.617
2 ;008003;034;02;1;1;072;2;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;4;5;4;5;3;1;062.617
2 ;008003;043;01;1;1;034;1;1;1;5;1;0;36;3; ;2;200005;13;3; ;2;2; ;5;5;1;4;3;5;1;1;054.998
2 ;008003;043;02;2;2;034;1;1;1;5;1;0;32;3; ;2;005006;10;1;2; ;2; ;2;5;2;4;4;5;4;1;054.998
2 ;008003;043;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;054.998
2 ;008003;061;01;1;1;086;2;2;1;1;7;0;51;1;1; ;      ;  ; ; ; ;2; ;5;5;5;3;2;4;3;1;107.525
2 ;008003;085;01;2;2;037;1;1;1;5;1;0;41;3; ;2;005006;17;3; ;1;2; ;1;5;3;3;2;5;5;1;062.617
2 ;008003;085;02;1;1;037;1;1;1;5;1;0;22;3; ;2;007006;07;1;2; ;2; ;1;5;1;4;4;5;5;1;062.617
2 ;008003;104;01;1;1;042;1;1;1;5;1;0;32;3; ;2;003006;16;1;2; ;2; ;3;5;1;5;5;5;5;1;054.998
2 ;008003;104;02;2;2;040;1;1;1;5;1;0;32;2;1;2;016006;16;3; ;2;2; ;5;5;2;2;2;5;4;1;054.998
2 ;008003;104;03;1;3;009;2;1;2;0;5;0;83;2;1;2;016006;  ; ; ; ;2; ;5;5;5;2;2;5;5;1;054.998
2 ;008003;125;01;2;2;063;1;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;3;5;5;1;062.617
2 ;008003;125;02;1;1;058;1;2;1;3;1;0;61;3; ;2;009001;02;1;3; ;2; ;5;5;1;5;4;5;5;1;062.617
2 ;008003;139;01;2;2;033;1;1;1;5;1;0;32;2;1;2;200005;11;3; ;1;2; ;4;4;4;3;2;5;1;1;062.617
2 ;008003;139;02;1;1;032;1;1;1;5;1;0;32;3; ;1;008003;16;3; ;1;2; ;5;1;3;4;3;5;5;1;062.617
2 ;008004;074;01;2;1;037;1;1;2;2;8;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;1;5;3;1;242.446
2 ;008004;074;02;2;3;014;1;1;2;0;5;0;84;3; ;2;008001;  ; ; ; ;2; ;5;5;5;3;1;5;3;1;242.446
2 ;008004;074;03;1;3;013;1;1;2;0;5;0;84;3; ;2;008001;  ; ; ; ;2; ;5;5;5;3;1;5;3;1;242.446
2 ;008004;074;04;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;242.446
2 ;008004;079;01;1;1;050;1;2;1;3;6;0;66;1;1; ;      ;  ; ; ; ;1;7;5;5;5;4;2;5;4;2;107.525
2 ;008004;080;01;2;1;057;1;2;2;2;1;0;56;3; ;2;007002;19;3; ;1;2; ;5;5;5;4;1;5;5;1;107.525
2 ;008004;096;01;1;1;061;1;2;1;3;7;0;36;2;1; ;      ;  ; ; ; ;2; ;5;5;2;4;3;5;5;1;054.998
2 ;008004;096;02;2;2;060;2;2;1;1;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;4;5;5;1;054.998
2 ;008004;096;03;2;3;035;1;2;1;4;1;0;41;3; ;2;002004;13;3; ;1;2; ;5;5;5;2;4;5;5;1;054.998
2 ;008005;024;01;1;1;042;2;2;1;2;9;0;82;3; ; ;      ;  ; ; ; ;1;7;5;5;5;5;4;5;5;2;107.525
2 ;008005;047;01;1;1;030;1;1;2;4;6;0;51;3; ; ;      ;  ; ; ; ;2; ;2;3;5;3;1;3;3;1;062.617
2 ;008005;047;02;1;3;006;2;2;2;0;5;0;83;3; ;2;008002;  ; ; ; ;2; ;5;5;5;3;4;4;5;1;062.617
2 ;008005;053;01;1;1;042;1;1;2;4;1;0;46;2;1;2;200006;14;3; ;2;2; ;5;5;5;4;1;4;1;1;107.525
2 ;008005;059;01;2;1;069;1;1;1;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;3;5;2;5;4;1;107.525
2 ;008005;070;01;2;1;095;2;2;2;3;7;0;55;2;1; ;      ;  ; ; ; ;1;7;5;5;5;4;1;5;5;1;107.525
2 ;008005;077;01;1;1;074;1;1;1;5;7;1;32;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;3;5;5;1;062.617
2 ;008005;077;02;2;2;055;1;2;1;5;7;0;31;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;062.617
2 ;008005;086;01;1;1;082;2;2;1;2;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;2;5;5;2;062.617
2 ;008005;086;02;2;3;035;2;2;2;2;1;0;66;3; ;2;042002;17;3; ;2;2; ;5;5;5;2;1;5;5;1;062.617
2 ;008005;112;01;2;1;072;1;2;1;1;7;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;2;5;5;1;107.525
2 ;008005;116;01;1;1;042;1;1;1;3;1;0;51;3; ;2;004003;09;3; ;1;2; ;1;5;5;5;3;4;5;1;107.525
2 ;008005;129;01;2;2;077;2;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;1;4;3;1;062.617
2 ;008005;129;02;1;1;077;2;2;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;3;5;5;3;1;4;3;1;062.617
2 ;008005;138;01;1;1;070;1;2;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;2;3;3;2;107.525
2 ;008006;004;01;1;1;054;2;2;2;2;6;0;66;3; ; ;      ;  ; ; ; ;1;7;5;5;5;3;2;3;4;1;062.617
2 ;008006;004;02;2;2;051;2;2;2;1;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;2;3;4;1;062.617
2 ;008006;006;01;2;1;096;2;2;1;4;7;0;82;3; ; ;      ;  ; ; ; ;1;9;5;5;5;5;5;5;5;1;107.525
2 ;008006;021;01;1;1;058;1;2;1;3;7;0;48;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;5;5;5;1;062.617
2 ;008006;021;02;2;2;057;2;2;1;3;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;3;2;2;5;2;1;062.617
2 ;008006;050;01;2;1;071;2;2;2;5;7;0;54;2;1; ;      ;  ; ; ; ;1;8;5;5;5;4;1;5;5;2;107.525
2 ;008006;069;01;2;1;049;1;1;1;4;1;0;46;3; ;2;200005;10;1;2; ;2; ;5;5;1;4;5;5;5;1;062.617
2 ;008006;069;02;1;3;014;1;1;2;0;5;0;84;3; ;2;009001;  ; ; ; ;2; ;5;5;5;3;3;5;5;1;062.617
2 ;008006;081;01;1;1;051;1;1;1;5;1;0;32;3; ;1;008006;16;3; ;2;2; ;1;5;2;5;5;5;5;1;054.998
2 ;008006;081;02;2;2;034;1;1;2;5;1;0;32;3; ;1;008006;16;3; ;2;2; ;1;5;5;2;1;5;2;1;054.998
2 ;008006;081;03;1;3;014;1;1;2;0;5;0;84;3; ;2;008006;  ; ; ; ;2; ;1;5;5;1;5;5;5;1;054.998
2 ;008006;097;01;1;1;076;1;2;1;1;7;0;21;3; ; ;      ;  ; ; ; ;2;5;5;5;2;5;5;5;4;1;062.617
2 ;008006;097;02;2;2;076;1;2;1;1;7;0;32;3; ; ;      ;  ; ; ; ;2;9;5;5;5;4;5;5;4;1;062.617
2 ;008006;102;01;1;1;040;1;1;1;3;1;0;51;3; ;2;999999;15;1;2; ;2; ;5;5;1;5;5;5;5;1;107.525
2 ;008006;105;01;2;1;046;1;1;2;5;2;0;51;3; ;2;008001;16;3; ;1;2; ;5;5;5;4;3;5;5;1;107.525
2 ;008006;109;01;2;1;078;1;2;2;2;7;0;61;2;1; ;      ;  ; ; ; ;1;9;5;5;5;5;2;5;5;1;107.525
2 ;008006;110;01;1;1;077;1;2;1;4;7;0;32;2;1; ;      ;  ; ; ; ;2; ;5;5;5;4;1;1;1;1;107.525
2 ;008006;114;01;2;1;078;2;2;1;5;7;0;41;1;1; ;      ;  ; ; ; ;1;7;5;5;5;4;2;5;5;2;107.525
2 ;008006;115;01;1;1;065;1;1;1;5;7;0;46;2;1; ;      ;  ; ; ; ;2; ;5;1;1;4;4;5;5;1;062.617
2 ;008006;115;02;2;3;029;1;1;1;5;2;0;54;2;1;2;043001;15;1;2; ;2; ;5;5;1;4;2;5;5;1;062.617
2 ;008006;120;01;1;1;056;1;2;1;2;1;0;61;2;1;2;200003;16;2; ;1;2; ;5;5;4;5;2;4;1;1;061.820
2 ;008006;120;02;2;2;048;1;1;1;2;1;0;51;3; ;2;038003;17;1;1; ;2; ;5;5;1;5;5;5;5;1;061.820
2 ;008006;120;03;2;3;020;1;1;2;0;4;0;87;2;1;2;024003;  ;3; ;1;2; ;5;5;5;4;1;5;5;1;061.820
2 ;008006;120;04;1;3;012;1;1;2;0;5;0;84;3; ;2;008006;  ; ; ; ;2; ;5;5;5;4;5;5;5;1;061.820
2 ;008006;120;05;1;3;010;2;2;2;0;5;0;83;3; ;2;009001;  ; ; ; ;2; ;5;5;5;4;5;5;5;1;061.820
2 ;008006;126;01;1;1;093;2;2;1;2;7;0;21;2;1; ;      ;  ; ; ; ;2; ;5;5;5;4;3;5;4;1;062.617
2 ;008006;126;02;2;2;087;2;2;2;2;7;0;21;2;1; ;      ;  ; ; ; ;2; ;5;5;5;4;3;5;4;2;062.617
2 ;008006;131;01;2;2;082;1;2;2;4;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;3;5;5;1;062.617
2 ;008006;131;02;1;1;080;2;2;1;5;7;0;32;3; ; ;      ;  ; ; ; ;1;1;5;5;5;3;5;5;5;1;062.617
2 ;008006;148;01;2;1;070;2;2;1;3;7;0;55;2;1; ;      ;  ; ; ; ;2; ;4;5;5;2;1;3;4;1;062.617
2 ;008006;148;02;2;3;044;1;2;1;4;1;0;48;3; ;2;038002;09;1;3; ;2; ;5;5;1;5;5;5;4;1;062.617
2 ;008006;149;01;2;1;064;1;2;2;1;8;0;82;3; ; ;      ;  ; ; ; ;1;9;5;5;5;5;3;5;5;2;107.525
2 ;008006;150;01;2;1;051;1;2;2;2;8;0;82;2;1; ;      ;  ; ; ; ;1;9;5;5;5;3;2;5;5;1;107.525
2 ;009001;001;01;1;1;030;1;2;2;1;1;0;61;2;1;2;013007;17;3; ;1;2; ;5;5;5;5;1;5;5;1;049.709
2 ;009001;018;01;2;1;066;1;2;1;2;7;0;51;2;1; ;      ;  ; ; ; ;2; ;5;5;2;5;4;5;5;2;049.709
2 ;009001;019;01;1;1;026;1;1;1;3;1;0;61;1;1;2;003002;08;2; ;1;2; ;5;1;2;2;1;5;4;1;049.709
2 ;009001;021;01;1;1;049;1;1;1;3;1;0;61;3; ;2;046001;06;1;4; ;2; ;5;5;1;5;2;4;4;1;064.434
2 ;009001;021;02;1;3;024;1;1;1;2;1;0;61;3; ;2;030004;06;1;3; ;2; ;5;5;1;5;2;5;4;1;064.434
2 ;009001;021;03;1;3;020;1;1;3;0;3;1;89;3; ;2;039004;  ;3; ;1;2; ;5;1;5;5;2;4;4;1;064.434
2 ;009001;021;04;2;3;017;1;1;3;0;5;0;85;3; ;2;009002;  ; ; ; ;2; ;5;5;5;3;2;5;4;1;064.434
2 ;009001;032;01;2;2;074;2;2;1;2;7;0;46;2;1; ;      ;  ; ; ; ;2; ;5;5;5;3;1;5;5;1;043.533
2 ;009001;032;02;1;1;074;1;2;1;2;7;0;36;2;1; ;      ;  ; ; ; ;2; ;5;5;3;5;1;5;5;1;043.533
2 ;009001;038;01;1;1;046;1;1;1;4;1;0;51;3; ;2;041051;07;2; ;2;2; ;5;1;2;4;5;5;5;1;043.533
2 ;009001;038;02;2;2;041;2;1;1;3;2;0;56;3; ;2;009001;20;1;1; ;2; ;5;4;4;2;2;5;5;1;043.533
2 ;009001;055;01;1;1;055;1;1;1;5;2;0;54;3; ;2;002001;13;2; ;1;2; ;5;5;2;5;5;5;5;1;049.709
2 ;009001;057;01;1;1;041;1;1;1;2;1;0;48;3; ;2;008006;07;3; ;1;2; ;5;5;3;5;5;5;5;1;043.533
2 ;009001;057;02;2;2;039;1;1;2;2;1;0;55;3; ;2;008006;07;3; ;1;2; ;5;5;5;3;4;5;5;1;043.533
2 ;009001;062;01;2;1;034;1;1;2;2;2;0;55;3; ;2;001002;07;3; ;1;2; ;5;1;5;5;3;5;4;1;075.143
2 ;009001;062;02;2;3;008;2;2;2;0;5;0;83;3; ;2;009001;  ; ; ; ;2; ;5;1;5;5;3;5;5;1;075.143
2 ;009001;062;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;075.143
2 ;009001;068;01;1;1;043;1;1;1;3;1;0;51;2;1;2;035001;15;1;2; ;2; ;5;5;2;4;2;5;5;1;049.709
2 ;009001;073;01;1;1;065;2;2;1;2;7;0;51;2;1; ;      ;  ; ; ; ;1;9;5;5;5;3;1;3;3;1;049.709
2 ;009001;080;01;2;1;060;1;2;1;4;6;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;049.709
2 ;009001;088;01;2;2;050;1;1;1;5;1;0;32;3; ;2;024003;16;2; ;2;2; ;5;5;2;1;4;5;5;1;064.434
2 ;009001;088;02;1;1;046;1;1;1;4;1;0;32;3; ;2;055051;01;1;2; ;2; ;5;5;1;1;5;5;5;1;064.434
2 ;009001;088;03;2;3;011;2;1;2;0;5;0;84;1;2;2;009001;  ; ; ; ;2; ;5;5;5;5;5;5;5;1;064.434
2 ;009001;088;04;2;3;010;2;1;2;0;5;0;83;1;2;2;009001;  ; ; ; ;2; ;5;5;5;5;5;5;5;1;064.434
2 ;009001;103;01;1;1;048;1;1;1;3;1;0;56;3; ;2;004001;15;3; ;2;2; ;5;5;5;5;4;5;5;1;049.709
2 ;009001;133;01;1;1;041;1;1;1;4;8;0;36;3; ; ;      ;  ; ; ; ;2; ;2;5;3;5;5;5;5;1;064.434
2 ;009001;133;02;2;2;038;1;1;1;5;1;0;32;3; ;2;002001;17;2; ;1;2; ;1;5;3;5;3;5;5;1;064.434
2 ;009001;133;03;2;3;013;2;1;2;0;5;0;84;3; ;2;009002;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;064.434
2 ;009001;133;04;2;3;008;2;2;2;0;5;0;83;3; ;2;009005;  ; ; ; ;2; ;5;5;5;3;5;5;5;1;064.434
2 ;009001;138;01;2;2;084;2;2;1;7;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;5;5;5;2;043.533
2 ;009001;138;02;1;1;082;1;1;1;5;7;0;31;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;2;5;5;1;043.533
2 ;009001;156;01;2;1;079;2;2;1;5;7;0;22;2;1; ;      ;  ; ; ; ;2; ;5;5;5;2;3;5;4;1;043.533
2 ;009001;156;02;1;3;045;1;1;1;4;1;0;31;3; ;1;009001;12; ; ; ;2; ;5;5;2;5;3;5;4;1;043.533
2 ;009001;165;01;2;1;073;2;2;2;1;7;0;55;1;1; ;      ;  ; ; ; ;2; ;5;5;5;4;2;3;5;2;049.709
2 ;009001;169;01;2;1;032;1;1;1;3;6;0;46;3; ; ;      ;  ; ; ; ;2; ;2;5;2;4;2;5;4;1;049.709
2 ;009001;174;01;1;1;062;2;2;1;2;7;0;47;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;2;5;5;1;075.143
2 ;009001;174;02;2;2;058;2;2;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;3;2;2;5;5;1;075.143
2 ;009001;174;03;1;3;020;1;1;1;2;1;0;61;3; ;2;003005;07;1;1; ;2; ;5;5;1;4;5;5;5;1;075.143
2 ;009001;509;01;2;1;075;2;2;2;7;8;0;82;2;1; ;      ;  ; ; ; ;1;7;5;5;5;4;1;3;5;1;049.709
2 ;009001;526;01;2;1;043;1;1;1;5;1;0;36;2;1;2;058002;13;2; ;2;1;2;5;5;2;4;3;4;1;1;043.533
2 ;009001;526;02;1;3;014;1;1;2;0;5;0;84;3; ;2;009001;  ; ; ; ;2; ;5;5;5;2;2;5;5;1;043.533
2 ;009001;600;01;2;1;062;2;2;1;4;7;0;41;2;2; ;      ;  ; ; ; ;2; ;5;5;5;5;2;4;4;1;049.709
2 ;009001;626;01;1;1;037;1;2;1;3;1;0;61;3; ;2;094002;06;1;2; ;2; ;5;5;1;4;3;5;5;1;064.434
2 ;009001;626;02;2;2;034;1;2;1;3;8;0;82;2;2; ;      ;  ; ; ; ;2; ;5;5;2;5;1;5;5;1;064.434
2 ;009001;626;03;2;3;009;2;2;2;0;5;0;83;3; ;2;018004;  ; ; ; ;2; ;5;5;5;4;4;5;5;1;064.434
2 ;009001;626;04;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;064.434
2 ;009002;003;01;1;1;054;1;1;1;3;1;0;61;1;2;2;033004;08;3; ;2;2; ;4;3;4;5;1;5;5;1;075.143
2 ;009002;003;02;2;2;041;1;2;1;4;2;0;41;1;2;2;007009;17;3; ;1;2; ;1;5;4;5;1;5;5;1;075.143
2 ;009002;003;03;2;3;005;2;2;2;0;5;0;83;3; ;2;009001;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;075.143
2 ;009002;004;01;1;1;089;2;2;1;7;7;0;61;3; ; ;      ;  ; ; ; ;1;9;5;5;5;5;5;5;5;2;043.533
2 ;009002;004;02;2;2;089;2;2;2;1;7;0;54;3; ; ;      ;  ; ; ; ;1;9;5;5;5;3;5;5;5;1;043.533
2 ;009002;007;01;2;1;072;1;2;1;3;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;4;5;3;5;5;1;049.709
2 ;009002;016;01;1;1;047;1;1;1;3;1;0;61;3; ;2;008004;06;1;1; ;2; ;5;5;1;5;5;5;5;1;069.201
2 ;009002;016;02;2;2;042;1;1;1;3;6;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;4;5;5;1;069.201
2 ;009002;016;03;2;3;016;1;1;2;0;5;0;85;3; ;2;009001;  ; ; ; ;2; ;5;5;5;1;4;5;5;1;069.201
2 ;009002;016;04;2;3;010;2;2;2;0;5;0;83;3; ;2;003003;  ; ; ; ;2; ;5;5;5;1;4;5;5;1;069.201
2 ;009002;016;05;2;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;069.201
2 ;009002;020;01;2;1;095;2;2;2;7;7;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;5;5;5;2;049.709
2 ;009002;024;01;1;1;063;2;2;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;2;5;4;1;075.143
2 ;009002;024;02;2;2;054;1;2;2;2;2;0;56;3; ;1;009002;20;3; ;3;2; ;5;5;5;4;2;5;4;1;075.143
2 ;009002;024;03;2;3;026;1;2;1;3;2;0;56;3; ;2;004001;20;3; ;3;2; ;5;5;5;5;2;5;5;1;075.143
2 ;009002;047;01;2;1;086;2;2;1;2;7;0;51;3; ; ;      ;  ; ; ; ;1;7;5;5;5;4;4;5;5;1;049.709
2 ;009002;050;01;1;1;057;1;2;1;2;1;0;47;3; ;2;035005;14;1;3; ;2; ;4;5;1;5;5;5;5;1;049.709
2 ;009002;058;01;1;1;023;1;1;1;3;1;0;61;3; ;2;008002;08;3; ;1;2; ;5;1;5;5;5;5;4;1;043.533
2 ;009002;058;02;2;2;021;1;1;2;4;2;2;56;3; ;2;007009;09;3; ;1;2; ;5;5;5;5;4;5;5;1;043.533
2 ;009002;059;01;2;1;074;2;2;1;1;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;5;5;4;1;043.533
2 ;009002;059;02;2;3;033;2;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;1;9;5;5;5;5;5;5;4;2;043.533
2 ;009002;060;01;2;1;062;1;1;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;4;5;3;4;2;4;4;1;049.709
2 ;009002;074;01;2;1;088;2;2;2;1;7;0;61;3; ; ;      ;  ; ; ; ;1;9;5;5;5;4;5;5;5;1;049.709
2 ;009002;085;01;1;1;024;1;1;3;3;8;2;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;4;5;4;2;043.533
2 ;009002;085;02;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;043.533
2 ;009002;092;01;2;2;058;1;2;1;2;1;2;41;2;1;2;007003;15;3; ;1;2; ;5;5;5;2;2;5;5;1;043.533
2 ;009002;092;02;1;1;054;2;2;1;4;1;0;61;2;1;2;089001;03;1;2; ;2; ;5;5;1;5;5;5;5;1;043.533
2 ;009002;096;01;1;1;087;1;2;1;2;7;0;36;2;2; ;      ;  ; ; ; ;2; ;5;5;2;4;2;5;5;1;043.533
2 ;009002;096;02;2;2;079;2;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;4;2;4;5;5;1;043.533
2 ;009002;109;01;2;1;024;1;1;2;3;1;0;54;2;1;2;017004;19;3; ;1;2; ;5;1;5;2;2;5;5;1;049.709
2 ;009002;122;01;2;1;027;1;1;1;4;1;0;51;3; ;2;031004;08;1;2; ;2;5;5;5;1;5;5;5;5;1;049.709
2 ;009002;125;01;1;1;078;1;2;1;3;7;0;41;2;1; ;      ;  ; ; ; ;2; ;5;5;2;2;4;4;4;1;043.533
2 ;009002;125;02;2;2;078;2;2;1;3;7;0;54;2;1; ;      ;  ; ; ; ;2; ;5;5;2;2;4;4;4;1;043.533
2 ;009002;129;01;1;1;075;1;1;1;4;7;0;36;2;2; ;      ;  ; ; ; ;2; ;5;5;1;5;2;5;5;1;049.709
2 ;009002;130;01;2;2;096;2;2;1;2;7;0;54;3; ; ;      ;  ; ; ; ;1;9;5;5;5;5;4;5;5;2;043.533
2 ;009002;130;02;1;1;090;2;2;1;3;7;0;32;3; ; ;      ;  ; ; ; ;1;9;5;5;5;5;4;5;5;1;043.533
2 ;009002;132;01;1;1;043;1;1;1;3;1;0;36;3; ;2;200005;07;3; ;3;2; ;4;1;4;3;4;5;5;1;064.434
2 ;009002;132;02;2;2;043;1;1;1;3;1;0;46;3; ;2;013006;15;1;2; ;2; ;4;5;1;4;4;5;4;1;064.434
2 ;009002;132;03;2;3;017;1;1;2;0;3;0;89;3; ;1;009002;  ; ; ; ;2; ;5;5;5;3;2;3;5;1;064.434
2 ;009002;132;04;2;3;013;1;1;2;0;5;0;84;3; ;2;009002;  ; ; ; ;2; ;5;4;5;3;3;5;5;1;064.434
2 ;009002;147;01;2;1;021;1;1;1;0;4;1;88;1;1;2;029005;  ;3; ;1;2; ;5;5;5;4;1;3;5;1;049.709
2 ;009002;163;01;2;2;061;2;2;2;1;6;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;5;5;5;1;043.533
2 ;009002;163;02;1;1;057;2;2;1;1;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;5;5;5;2;043.533
2 ;009003;017;01;2;4;081;2;2;2;1;7;0;61;3; ; ;      ;  ; ; ; ;1;9;5;5;5;4;5;5;5;2;043.533
