ZONE_MORPHO;ZONE;NUMECH;P01;D1;D2_A;D2_B;D3;D4H;D4M;D5_A;D5_B;D6;D7;D8H;D8M;D9;D10;COEP
2;029001;049;01;03;33;;029001;9;50;01;;;029001;10;0;10;0;66.814
2;029001;049;01;04;01;;029001;15;30;51;;;029003;15;45;15;0;66.814
2;029001;049;01;05;51;;029003;17;0;01;;;029001;17;15;15;0;66.814
2;029001;049;02;01;01;;029001;4;30;11;;;045003;4;50;20;1;66.814
2;029001;049;02;02;11;;045003;13;0;01;;;029001;13;20;20;1;66.814
2;029001;049;03;01;01;;029001;7;5;25;;;009005;7;45;40;1;66.814
2;029001;049;03;02;25;;009005;16;50;01;;;029001;17;40;50;1;66.814
2;029001;049;03;03;01;;029001;17;50;33;;;029003;18;5;15;0;66.814
2;029001;049;03;04;33;;029003;19;0;01;;;029001;19;30;30;0;66.814
2;029001;049;04;01;01;;029001;4;30;27;;;045003;4;50;20;1;66.814
2;029001;049;04;02;27;;045003;13;0;01;;;029001;13;20;20;1;66.814
2;029001;055;01;01;01;;029001;9;30;42;;;022002;9;50;20;1;40.179
2;029001;055;01;02;42;;022002;10;20;42;;;022002;10;22;2;0;40.179
2;029001;055;01;03;42;;022002;10;35;01;;;029001;10;50;15;1;40.179
2;029001;055;01;04;01;;029001;15;0;31;;;035053;15;20;20;1;40.179
2;029001;055;01;05;31;;035053;16;20;01;;;029001;16;40;20;1;40.179
2;029001;055;02;01;01;;029001;9;0;51;;;075011;9;55;55;1;40.179
2;029001;055;02;02;51;;075011;12;15;01;;;029001;13;0;45;1;40.179
2;029001;055;02;03;01;;029001;14;30;31;;;035053;14;45;15;1;40.179
2;029001;055;02;04;31;;035053;17;30;01;;;029001;17;45;15;1;40.179
2;029001;066;01;01;01;;029001;7;15;11;;;055004;7;45;30;1;103.726
2;029001;066;01;02;11;;055004;13;30;12;;;055012;13;35;5;1;103.726
2;029001;066;01;03;12;;055012;14;35;01;;;029001;15;0;25;1;103.726
2;029001;066;01;04;01;;029001;18;30;54;;;010002;18;45;15;1;103.726
2;029001;066;01;05;54;;010002;20;0;01;;;029001;20;20;20;1;103.726
2;029001;071;01;01;01;;029001;16;0;32;;;026005;16;5;5;1;66.814
2;029001;071;01;02;32;;026005;17;0;01;;;029001;17;5;5;1;66.814
2;029001;079;01;01;01;;029001;10;0;51;;;029001;10;5;5;0;40.179
2;029001;079;01;02;51;;029001;12;30;01;;;029001;12;35;5;0;40.179
2;029001;079;01;03;01;;029001;17;0;51;;;029001;17;5;5;0;40.179
2;029001;079;01;04;51;;029001;19;25;01;;;029001;19;30;5;0;40.179
2;029002;018;01;01;01;;029002;7;40;61;23;;031003;7;50;10;1;66.814
2;029002;018;01;02;63;23;031003;7;52;01;;;029002;8;2;10;1;66.814
2;029002;018;01;03;01;;029002;9;30;11;;;024051;9;50;20;1;66.814
2;029002;018;01;04;11;;024051;17;45;01;;;029002;18;10;25;1;66.814
2;029002;018;02;01;01;;029002;6;50;12;;;027001;7;0;10;1;66.814
2;029002;018;02;02;12;;027001;16;0;01;;;029002;16;10;10;1;66.814
2;029002;018;03;01;01;;029002;7;40;23;;;031003;7;50;10;1;66.814
2;029002;018;03;02;23;;031003;16;0;01;;;029002;16;15;15;0;66.814
2;029002;018;04;01;01;;029002;8;20;22;;;029002;8;23;3;0;66.814
2;029002;018;04;02;22;;029002;18;0;01;;;029002;18;3;3;0;66.814
2;029002;023;01;01;01;;029002;10;0;33;;;028002;10;30;30;0;40.179
2;029002;023;01;02;33;;028002;11;30;33;;;029002;12;0;30;0;40.179
2;029002;023;01;03;33;;029002;16;0;52;;;028002;17;0;60;0;40.179
2;029002;023;01;04;52;;028002;17;0;01;;;029002;18;0;60;0;40.179
2;029002;023;02;01;01;;029002;8;0;51;;;003002;9;0;60;2;40.179
2;029002;023;02;02;51;;003002;11;0;01;;;029002;12;25;85;2;40.179
2;029002;059;01;01;01;;029002;8;15;11;;;076002;9;0;45;1;103.726
2;029002;059;01;02;11;;076002;18;0;41;;;003006;18;45;45;1;103.726
2;029002;059;01;03;41;;003006;19;30;01;;;029002;19;45;15;1;103.726
2;029002;067;01;01;01;;029002;10;0;31;;;038051;10;15;15;1;40.179
2;029002;067;01;02;31;;038051;10;30;01;;;029002;10;45;15;1;40.179
2;029002;067;01;03;01;;029002;18;0;51;;;029002;18;10;10;0;40.179
2;029002;067;01;04;51;;029002;19;10;01;;;029002;19;20;10;0;40.179
2;029002;067;02;01;01;;029002;10;0;31;;;038051;10;15;15;1;40.179
2;029002;067;02;02;31;;038051;10;30;01;;;029002;10;45;15;1;40.179
2;029002;127;01;01;01;;029002;7;0;12;;;059003;7;30;30;1;40.179
2;029002;127;01;02;12;;059003;17;30;01;;;029002;18;0;30;1;40.179
2;029002;127;02;01;01;;029002;7;0;11;;;058006;7;30;30;1;40.179
2;029002;127;02;02;11;;058006;18;0;01;;;029002;18;30;30;1;40.179
2;029002;127;02;03;01;;029002;19;0;52;;;029002;19;30;30;0;40.179
2;029002;127;02;04;52;;029002;19;30;01;;;029002;20;0;30;0;40.179
2;029002;130;01;01;01;;029002;8;0;11;;;025002;8;20;20;1;103.726
2;029002;130;01;02;11;;025002;12;30;53;;;025002;12;35;5;0;103.726
2;029002;130;01;03;53;;025002;13;45;11;;;025002;13;50;5;0;103.726
2;029002;130;01;04;11;;025002;19;30;01;;;029002;19;50;20;1;103.726
2;029002;133;01;01;01;;029002;10;0;32;;;029001;10;10;10;1;40.179
2;029002;133;01;02;32;;029001;11;0;01;;;029002;11;10;10;1;40.179
2;029002;133;01;03;01;;029002;11;30;54;;;007005;11;45;15;1;40.179
2;029002;133;01;04;54;;007005;15;0;61;51;;006001;15;15;15;1;40.179
2;029002;133;01;05;61;51;006001;16;30;61;01;;007005;16;45;15;1;40.179
2;029002;133;01;06;63;01;007005;17;30;01;;;029002;17;45;15;1;40.179
2;029002;133;02;01;01;;029002;11;30;54;;;007005;11;45;15;1;40.179
2;029002;133;02;02;54;;007005;17;30;01;;;029002;17;45;15;1;40.179
2;029002;137;01;01;01;;029002;13;30;42;;;028002;13;45;15;0;103.726
2;029002;137;01;02;42;;028002;14;0;42;;;029002;14;10;10;0;103.726
2;029002;137;01;03;42;;029002;14;20;53;;;029003;14;30;10;0;103.726
2;029002;137;01;04;53;;029003;16;0;01;;;029002;16;40;40;0;103.726
2;029002;529;01;01;01;;029002;7;30;61;23;;029002;7;40;10;1;66.814
2;029002;529;01;02;63;23;029002;7;40;11;;;029004;7;45;5;1;66.814
2;029002;529;01;03;11;;029004;16;40;01;;;029002;16;50;10;1;66.814
2;029002;529;01;04;01;;029002;18;30;51;;;093003;19;30;60;1;66.814
2;029002;529;01;05;51;;093003;24;0;01;;;029002;24;45;45;1;66.814
2;029002;529;02;01;01;;029002;8;0;11;;;077004;9;0;60;1;66.814
2;029002;529;02;02;11;;077004;11;45;53;;;077004;12;0;15;0;66.814
2;029002;529;02;03;53;;077004;12;45;11;;;077004;13;0;15;0;66.814
2;029002;529;02;04;11;;077004;16;15;01;;;029002;16;55;40;1;66.814
2;029002;529;02;05;01;;029002;18;30;51;;;093003;19;30;60;1;66.814
2;029002;529;02;06;51;;093003;24;0;01;;;029002;24;45;45;1;66.814
2;029002;529;03;01;01;;029002;7;18;24;;;035004;7;40;22;1;66.814
2;029002;529;03;02;24;;035004;17;10;01;;;029002;17;40;30;1;66.814
2;029002;529;03;03;01;;029002;18;30;51;;;093003;19;30;60;1;66.814
2;029002;529;03;04;51;;093003;24;0;01;;;029002;24;45;45;1;66.814
2;029002;529;04;01;01;;029002;7;30;23;;;029005;7;40;10;1;66.814
2;029002;529;04;02;23;;029005;15;30;01;;;029002;15;45;15;0;66.814
2;029002;529;04;03;01;;029002;18;30;51;;;093003;19;30;60;1;66.814
2;029002;529;04;04;51;;093003;24;0;01;;;029002;24;45;45;1;66.814
2;029002;549;01;01;01;;029002;15;0;31;;;038051;15;15;15;1;66.432
2;029002;549;01;02;31;;038051;16;30;01;;;029002;16;45;15;1;66.432
2;029002;549;02;01;01;;029002;15;0;31;;;038051;15;15;15;1;66.432
2;029002;549;02;02;31;;038051;16;30;01;;;029002;16;45;15;1;66.432
2;029003;014;01;01;01;;029003;7;45;61;24;;035001;8;0;15;1;40.179
2;029003;014;01;02;63;24;035001;8;1;11;;;035051;8;10;9;1;40.179
2;029003;014;01;03;11;;035051;12;0;01;;;029003;12;10;10;1;40.179
2;029003;014;01;04;01;;029003;13;30;11;;;035051;13;40;10;1;40.179
2;029003;014;01;05;11;;035051;16;15;51;;;010002;16;25;10;1;40.179
2;029003;014;01;06;51;;010002;18;0;01;;;029003;18;30;30;1;40.179
2;029003;014;01;07;01;;029003;22;30;64;54;;003008;22;40;10;1;40.179
2;029003;014;01;08;62;54;003008;22;50;01;;;029003;23;0;10;1;40.179
2;029003;014;02;01;01;;029003;7;45;24;;;035001;8;0;15;1;40.179
2;029003;014;02;02;24;;035001;16;0;01;;;029003;16;40;40;0;40.179
2;029003;026;01;01;01;;029003;10;30;42;;;037001;10;45;15;1;40.179
2;029003;026;01;02;42;;037001;10;50;31;;;038051;11;0;10;1;40.179
2;029003;026;01;03;31;;038051;12;45;33;;;029003;13;0;15;1;40.179
2;029003;026;01;04;33;;029003;13;10;01;;;029003;13;15;5;1;40.179
2;029003;031;01;01;01;;029003;13;30;42;;;035051;13;45;15;1;40.179
2;029003;031;01;02;42;;035051;16;30;01;;;029003;16;45;15;1;40.179
2;029003;031;01;03;01;;029003;17;0;31;;;035053;17;15;15;1;40.179
2;029003;031;01;04;31;;035053;21;0;01;;;029003;21;15;15;1;40.179
2;029003;031;02;01;01;;029003;7;10;25;;;015051;7;33;23;1;40.179
2;029003;031;02;02;25;;015051;14;15;54;;;005001;14;30;15;1;40.179
2;029003;031;02;03;54;;005001;17;0;01;;;029003;17;30;30;1;40.179
2;029003;051;01;01;01;;029003;7;15;11;;;090001;7;45;30;1;66.432
2;029003;051;01;02;11;;090001;9;0;81;;7;100004;9;30;30;1;66.432
2;029003;051;01;03;81;;100004;21;30;01;;;029003;22;0;30;1;66.432
2;029003;051;02;01;01;;029003;12;0;61;54;;018004;12;25;25;1;66.432
2;029003;051;02;02;63;54;018004;12;45;11;;;027001;13;0;15;1;66.432
2;029003;051;02;03;11;;027001;20;0;64;54;;018004;20;20;20;1;66.432
2;029003;051;02;04;62;54;018004;20;25;01;;;029003;20;45;20;1;66.432
2;029003;057;01;01;01;;029003;9;0;42;;;021001;9;15;15;1;40.179
2;029003;057;01;02;42;;021001;9;50;33;;;029003;10;0;10;1;40.179
2;029003;057;01;03;33;;029003;10;20;01;;;029003;10;23;3;1;40.179
2;029003;057;02;01;01;;029003;8;40;51;;;002003;9;15;35;1;40.179
2;029003;057;02;02;51;;002003;11;30;53;;;002003;11;40;10;0;40.179
2;029003;057;02;03;53;;002003;12;40;01;;;029003;13;30;50;1;40.179
2;029003;065;01;01;01;;029003;8;10;11;;;024003;8;45;35;1;40.179
2;029003;065;01;02;11;;024003;12;30;01;;;029003;12;50;20;1;40.179
2;029003;065;01;03;01;;029003;19;30;32;;;038051;19;40;10;1;40.179
2;029003;065;01;04;32;;038051;19;50;01;;;029003;20;0;10;1;40.179
2;029003;065;02;01;01;;029003;10;0;33;;;007006;10;20;20;1;40.179
2;029003;065;02;02;33;;007006;12;30;53;;;003002;13;15;45;1;40.179
2;029003;065;02;03;53;;003002;14;15;01;;;029003;14;45;30;1;40.179
2;029003;065;02;04;01;;029003;19;30;32;;;038051;19;40;10;1;40.179
2;029003;065;02;05;32;;038051;19;50;01;;;029003;20;0;10;1;40.179
2;029003;068;01;01;01;;029003;7;30;53;;;029003;7;32;2;1;103.726
2;029003;068;01;02;53;;029003;7;50;81;;9;060007;12;25;275;1;103.726
2;029003;068;01;03;81;;060007;12;25;01;;;029003;17;0;275;1;103.726
2;029003;068;01;04;01;;029003;18;0;51;;;005007;19;0;60;1;103.726
2;029003;068;01;05;51;;005007;20;0;01;;;029003;21;0;60;1;103.726
2;029003;076;01;01;01;;029003;10;0;33;;;029003;10;5;5;0;40.179
2;029003;076;01;02;33;;029003;10;10;01;;;029003;10;20;10;0;40.179
2;029003;076;01;03;01;;029003;15;0;33;;;008005;15;20;20;1;40.179
2;029003;076;01;04;33;;008005;15;30;33;;;036006;16;0;30;1;40.179
2;029003;076;01;05;33;;036006;16;20;01;;;029003;16;50;30;1;40.179
2;029003;076;02;01;01;;029003;15;0;52;;;035003;15;30;30;1;40.179
2;029003;076;02;02;52;;035003;15;30;32;;;038051;16;0;30;1;40.179
2;029003;076;02;03;32;;038051;18;15;01;;;029003;18;30;15;1;40.179
2;029003;123;01;01;01;;029003;10;0;53;;;028002;10;10;10;0;66.432
2;029003;123;01;02;53;;028002;11;30;01;;;029003;11;40;10;0;66.432
2;029003;123;01;03;01;;029003;17;0;32;;;035002;17;20;20;1;66.432
2;029003;123;01;04;32;;035002;18;30;01;;;029003;18;50;20;1;66.432
2;029003;123;02;01;01;;029003;7;30;11;;;022002;8;0;30;1;66.432
2;029003;123;02;02;11;;022002;16;30;01;;;029003;16;50;20;1;66.432
2;029003;123;02;03;01;;029003;17;0;32;;;035002;17;20;20;1;66.432
2;029003;123;02;04;32;;035002;18;30;01;;;029003;18;50;20;1;66.432
2;029003;123;03;01;01;;029003;7;45;23;;;029003;7;50;5;0;66.432
2;029003;123;03;02;23;;029003;12;0;01;;;029003;12;5;5;0;66.432
2;029003;123;03;03;01;;029003;17;0;32;;;035002;17;20;20;1;66.432
2;029003;123;03;04;32;;035002;18;30;01;;;029003;18;50;20;1;66.432
2;029003;125;01;01;01;;029003;8;0;11;;;200002;8;45;45;1;149.287
2;029003;125;01;02;11;;200002;18;30;01;;;029003;19;15;45;1;149.287
2;029003;125;02;01;01;;029003;6;30;11;;;022003;7;0;30;1;149.287
2;029003;125;02;02;11;;022003;11;30;01;;;029003;12;0;30;1;149.287
2;029003;125;02;03;01;;029003;13;0;42;;;035002;13;30;30;1;149.287
2;029003;125;02;04;42;;035002;17;30;01;;;029003;18;0;30;1;149.287
2;029003;125;04;01;01;;029003;9;0;24;;;035004;9;30;30;1;149.287
2;029003;125;04;02;24;;035004;16;30;01;;;029003;17;0;30;1;149.287
2;029003;125;04;03;01;;029003;18;15;51;;;012002;19;0;45;1;149.287
2;029003;125;04;04;51;;012002;21;0;01;;;029003;21;30;30;1;149.287
2;029003;125;05;01;01;;029003;7;30;23;;;030001;7;45;15;0;149.287
2;029003;125;05;02;23;;030001;17;0;01;;;029003;17;15;15;0;149.287
2;029003;125;06;01;01;;029003;7;30;23;;;030001;7;45;15;0;149.287
2;029003;125;06;02;23;;030001;17;0;01;;;029003;17;15;15;0;149.287
2;029003;126;01;01;01;;029003;7;30;11;;;035051;8;0;30;1;40.179
2;029003;126;01;02;11;;035051;10;10;01;;;029003;10;20;10;1;40.179
2;029003;126;01;03;01;;029003;14;30;51;;;085003;15;30;60;1;40.179
2;029003;126;01;04;51;;085003;17;0;51;;;096001;17;30;30;1;40.179
2;029003;126;01;05;51;;096001;18;45;01;;;029003;19;15;30;1;40.179
2;029003;126;01;06;01;;029003;20;15;51;;;075012;20;45;30;1;40.179
2;029003;126;01;07;51;;075012;22;40;01;;;029003;23;10;30;1;40.179
2;029003;126;02;01;01;;029003;9;30;42;;;022002;9;40;10;1;40.179
2;029003;126;02;02;42;;022002;10;0;64;11;;035051;10;10;10;1;40.179
2;029003;126;02;03;62;11;035051;10;10;01;;;029003;10;20;10;1;40.179
2;029003;126;02;04;01;;029003;14;30;51;;;085003;15;30;60;1;40.179
2;029003;126;02;05;51;;085003;17;0;51;;;096001;17;30;30;1;40.179
2;029003;126;02;06;51;;096001;18;45;01;;;029003;19;15;30;1;40.179
2;029003;126;02;07;01;;029003;20;15;51;;;075012;20;45;30;1;40.179
2;029003;126;02;08;51;;075012;22;40;01;;;029003;23;10;30;1;40.179
2;029003;582;01;01;01;;029003;6;0;11;;;035005;6;30;30;1;66.432
2;029003;582;01;02;11;;035005;17;0;01;;;029003;17;30;30;1;66.432
2;029003;582;02;01;01;;029003;8;0;61;21;;035002;8;15;15;1;66.432
2;029003;582;02;02;63;21;035002;8;20;11;;;031006;8;30;10;1;66.432
2;029003;582;02;03;11;;031006;18;0;64;21;;035002;18;15;15;1;66.432
2;029003;582;02;04;62;21;035002;18;25;01;;;029003;18;40;15;1;66.432
2;029003;590;02;01;01;;029003;8;10;11;;;031003;8;15;5;1;40.179
2;029003;590;02;02;11;;031003;16;30;01;;;029003;16;35;5;1;40.179
2;029003;628;01;01;01;;029003;15;30;52;;;010004;16;23;53;0;40.179
2;029003;628;01;02;52;;010004;16;23;01;;;029003;17;15;52;1;40.179
2;029003;628;02;01;01;;029003;15;30;52;;;010004;16;23;53;0;40.179
2;029003;628;02;02;52;;010004;16;23;01;;;029003;17;15;52;1;40.179
2;029004;028;01;01;01;;029004;8;0;11;;;003006;8;10;10;1;66.432
2;029004;028;01;02;11;;003006;17;0;32;;;026005;17;15;15;1;66.432
2;029004;028;01;03;32;;026005;18;15;01;;;029004;18;30;15;1;66.432
2;029004;028;02;01;01;;029004;9;0;25;;;021052;9;20;20;1;66.432
2;029004;028;02;02;25;;021052;13;0;52;;;002001;14;15;75;1;66.432
2;029004;028;02;03;52;;002001;14;15;54;;;005003;15;30;75;1;66.432
2;029004;028;02;04;54;;005003;19;0;01;;;029004;19;30;30;1;66.432
2;029004;028;03;01;01;;029004;13;0;43;;;035002;13;30;30;1;66.432
2;029004;028;03;02;43;;035002;14;30;41;;;003004;15;0;30;1;66.432
2;029004;028;03;03;41;;003004;16;15;52;;;002001;17;7;52;0;66.432
2;029004;028;03;04;52;;002001;17;7;01;;;029004;18;0;53;1;66.432
2;029004;046;01;01;01;;029004;7;30;61;11;;030002;7;50;20;1;66.432
2;029004;046;01;02;63;11;030002;7;52;11;;;010004;8;0;8;1;66.432
2;029004;046;01;03;11;;010004;17;0;01;;;029004;17;10;10;1;66.432
2;029004;046;01;04;01;;029004;18;15;64;11;;030002;18;25;10;1;66.432
2;029004;046;01;05;62;11;030002;18;30;01;;;029004;18;40;10;1;66.432
2;029004;046;02;01;01;;029004;7;30;11;;;030002;7;50;20;1;66.432
2;029004;046;02;02;11;;030002;18;30;01;;;029004;18;40;10;1;66.432
2;029004;046;03;01;01;;029004;8;35;25;;;007006;8;55;20;1;66.432
2;029004;046;03;02;25;;007006;12;35;01;;;029004;12;50;15;1;66.432
2;029004;050;01;01;01;;029004;7;30;61;23;;029004;7;35;5;1;66.814
2;029004;050;01;02;63;23;029004;7;35;11;;;049003;7;55;20;1;66.814
2;029004;050;01;03;11;;049003;17;30;01;;;029004;18;0;30;1;66.814
2;029004;050;02;01;01;;029004;8;0;61;22;;022002;8;10;10;1;66.814
2;029004;050;02;02;63;22;022002;8;25;11;;;057009;8;50;25;1;66.814
2;029004;050;02;03;11;;057009;12;30;53;;;057008;12;40;10;1;66.814
2;029004;050;02;04;53;;057008;13;30;11;;;057009;13;40;10;1;66.814
2;029004;050;02;05;11;;057009;17;0;64;22;;022002;17;25;25;1;66.814
2;029004;050;02;06;62;22;022002;17;35;01;;;029004;17;45;10;1;66.814
2;029004;050;03;01;01;;029004;7;30;23;;;029004;7;35;5;1;66.814
2;029004;050;03;02;23;;029004;15;0;54;;;028004;15;5;5;1;66.814
2;029004;050;03;03;54;;028004;17;0;01;;;029004;17;10;10;1;66.814
2;029004;050;04;01;01;;029004;8;0;22;;;022002;8;10;10;1;66.814
2;029004;050;04;02;22;;022002;17;35;01;;;029004;17;45;10;1;66.814
2;029004;060;01;01;01;;029004;8;30;11;;;012002;9;0;30;1;40.179
2;029004;060;01;02;11;;012002;12;0;53;;;012003;12;10;10;0;40.179
2;029004;060;01;03;53;;012003;13;0;11;;;012002;13;10;10;0;40.179
2;029004;060;01;04;11;;012002;18;0;01;;;029004;18;30;30;1;40.179
2;029004;060;02;01;01;;029004;7;30;23;;;010003;8;0;30;1;40.179
2;029004;060;02;02;23;;010003;17;0;01;;;029004;17;30;30;1;40.179
2;029004;084;01;01;01;;029004;8;15;61;23;;007001;8;30;15;1;40.179
2;029004;084;01;02;63;23;007001;8;30;51;;;010002;8;40;10;1;40.179
2;029004;084;01;03;51;;010002;10;45;01;;;029004;10;55;10;1;40.179
2;029004;084;01;04;01;;029004;12;30;64;23;;007001;12;45;15;1;40.179
2;029004;084;01;05;62;23;007001;12;50;01;;;029004;13;0;10;1;40.179
2;029004;084;01;06;01;;029004;15;5;61;51;;029003;15;10;5;1;40.179
2;029004;084;01;07;63;51;029003;15;25;33;;;038002;15;40;15;1;40.179
2;029004;084;01;08;33;;038002;16;30;64;51;;029003;16;40;10;1;40.179
2;029004;084;01;09;62;51;029003;16;50;33;;;022001;16;55;5;1;40.179
2;029004;084;01;10;33;;022001;17;20;01;;;029004;17;30;10;1;40.179
2;029004;084;02;01;01;;029004;8;15;23;;;007001;8;30;15;1;40.179
2;029004;084;02;02;23;;007001;12;50;01;;;029004;13;0;10;1;40.179
2;029004;084;02;03;01;;029004;15;5;51;;;029003;15;10;5;1;40.179
2;029004;084;02;04;51;;029003;16;50;33;;;022001;16;55;5;1;40.179
2;029004;084;02;05;33;;022001;17;20;01;;;029004;17;30;10;1;40.179
2;029004;104;02;01;01;;029004;8;45;41;;;002004;9;50;65;1;40.179
2;029004;104;02;02;41;;002004;10;20;33;;;002004;10;40;20;0;40.179
2;029004;104;02;03;33;;002004;10;50;51;;;002004;10;55;5;0;40.179
2;029004;104;02;04;51;;002004;13;0;53;;;002003;13;10;10;0;40.179
2;029004;104;02;05;53;;002003;16;0;33;;;004004;16;15;15;0;40.179
2;029004;104;02;06;33;;004004;16;50;01;;;029004;18;15;85;1;40.179
2;029004;113;01;01;01;;029004;12;30;31;;;035052;12;40;10;1;103.726
2;029004;113;01;02;31;;035052;14;10;01;;;029004;14;25;15;1;103.726
2;029004;113;01;03;01;;029004;14;35;52;;;027004;15;20;45;0;103.726
2;029004;113;01;04;52;;027004;15;20;01;;;029004;16;5;45;0;103.726
2;029004;522;01;01;01;;029004;12;50;51;;;006005;13;15;25;1;40.179
2;029004;522;01;02;51;;006005;16;0;01;;;029004;16;30;30;1;40.179
2;029004;522;02;01;01;;029004;8;5;11;;;024003;8;25;20;1;40.179
2;029004;522;02;02;11;;024003;12;30;53;;;017001;12;40;10;0;40.179
2;029004;522;02;03;53;;017001;13;40;11;;;024003;13;50;10;0;40.179
2;029004;522;02;04;11;;024003;18;40;01;;;029004;19;10;30;1;40.179
2;029004;535;01;01;01;;029004;8;30;42;;;021002;8;40;10;1;40.179
2;029004;535;01;02;42;;021002;9;15;42;;;022004;9;35;20;1;40.179
2;029004;535;01;03;42;;022004;9;36;41;;;029005;9;50;14;1;40.179
2;029004;535;01;04;41;;029005;10;0;33;;;029003;10;5;5;1;40.179
2;029004;535;01;05;33;;029003;10;15;01;;;029004;10;25;10;1;40.179
2;029004;535;01;06;01;;029004;14;0;42;;;022004;14;20;20;1;40.179
2;029004;535;01;07;42;;022004;15;0;01;;;029004;15;20;20;1;40.179
2;029004;535;01;08;01;;029004;16;0;52;;;006051;17;0;60;1;40.179
2;029004;535;01;09;52;;006051;17;0;01;;;029004;18;0;60;1;40.179
2;029004;535;02;01;01;;029004;16;0;54;;;029003;16;5;5;1;40.179
2;029004;535;02;02;54;;029003;16;20;64;22;;029002;16;30;10;0;40.179
2;029004;535;02;03;62;22;029002;16;35;52;;;029001;16;52;17;0;40.179
2;029004;535;02;04;52;;029001;16;52;54;;;029003;17;10;18;0;40.179
2;029004;535;02;05;54;;029003;19;30;01;;;029004;19;40;10;1;40.179
2;029004;536;02;01;01;;029004;7;40;52;;;103003;12;13;273;2;40.179
2;029004;536;02;02;52;;103003;12;13;33;;;029003;16;45;272;1;40.179
2;029004;536;02;03;33;;029003;16;55;01;;;029004;17;5;10;1;40.179
2;029004;539;01;01;01;;029004;7;30;11;;;038004;7;45;15;1;66.432
2;029004;539;01;02;11;;038004;17;10;01;;;029004;17;25;15;1;66.432
2;029004;539;01;03;01;;029004;17;30;64;22;;029004;17;35;5;0;66.432
2;029004;539;01;04;62;22;029004;17;40;01;;;029004;17;50;10;0;66.432
2;029004;539;02;01;01;;029004;8;20;61;22;;029004;8;30;10;0;66.432
2;029004;539;02;02;63;22;029004;8;35;01;;;029004;8;40;5;0;66.432
2;029004;539;02;03;01;;029004;8;55;11;;;031004;9;15;20;1;66.432
2;029004;539;02;04;11;;031004;18;15;41;;;035004;18;30;15;1;66.432
2;029004;539;02;05;41;;035004;19;30;01;;;029004;19;35;5;1;66.432
2;029004;539;03;01;01;;029004;8;20;22;;;029004;8;30;10;0;66.432
2;029004;539;03;02;22;;029004;17;40;01;;;029004;17;50;10;0;66.432
2;029004;545;01;01;01;;029004;13;30;51;;;029003;13;40;10;1;40.179
2;029004;545;01;02;51;;029003;18;0;01;;;029004;18;10;10;1;40.179
2;029004;567;01;01;01;;029004;13;40;51;;;062001;14;0;20;1;66.432
2;029004;567;01;02;51;;062001;15;50;01;;;029004;16;25;35;1;66.432
2;029004;567;01;03;01;;029004;18;10;51;;;035053;18;20;10;1;66.432
2;029004;567;01;04;51;;035053;21;40;01;;;029004;21;50;10;1;66.432
2;029004;567;02;01;01;;029004;7;45;33;;;029004;7;50;5;1;66.432
2;029004;567;02;02;33;;029004;8;0;01;;;029004;8;10;10;0;66.432
