reporting country,secondary country,time,value
BRA,GAB,2011,292
BRA,GAB,2012,400
BRA,GAB,2013,414
BRA,GAB,2014,459
BRA,GAB,2015,293
BRA,GAB,2016,319
BRA,GBR,2011,425564
BRA,GBR,2012,415048
BRA,GBR,2013,427732
BRA,GBR,2014,510003
BRA,GBR,2015,513269
BRA,GBR,2016,389316
BRA,GEO,2011,203
BRA,GEO,2012,294
BRA,GEO,2013,329
BRA,GEO,2014,358
BRA,GEO,2015,523
BRA,GEO,2016,542
BRA,GHA,2011,1669
BRA,GHA,2012,1816
BRA,GHA,2013,2300
BRA,GHA,2014,3268
BRA,GHA,2015,2899
BRA,GHA,2016,2606
BRA,GIB,2011,21
BRA,GIB,2012,31
BRA,GIB,2013,25
BRA,GIB,2014,37
BRA,GIB,2015,43
BRA,GIB,2016,58
BRA,GIN,2011,2275
BRA,GIN,2012,2193
BRA,GIN,2013,856
BRA,GIN,2014,390
BRA,GIN,2015,383
BRA,GIN,2016,785
BRA,GMB,2011,17
BRA,GMB,2012,41
BRA,GMB,2013,45
BRA,GMB,2014,60
BRA,GMB,2015,34
BRA,GMB,2016,55
BRA,GNB,2011,1387
BRA,GNB,2012,1146
BRA,GNB,2013,1214
BRA,GNB,2014,1630
BRA,GNB,2015,1635
BRA,GNB,2016,1802
BRA,GNQ,2011,1431
BRA,GNQ,2012,866
BRA,GNQ,2013,1409
BRA,GNQ,2014,1415
BRA,GNQ,2015,726
BRA,GNQ,2016,855
BRA,GRC,2011,58541
BRA,GRC,2012,37468
BRA,GRC,2013,33659
BRA,GRC,2014,60066
BRA,GRC,2015,72734
BRA,GRC,2016,22307
BRA,GTM,2011,9362
BRA,GTM,2012,9904
BRA,GTM,2013,9483
BRA,GTM,2014,10890
BRA,GTM,2015,9493
BRA,GTM,2016,8311
BRA,GUY,2011,460
BRA,GUY,2012,718
BRA,GUY,2013,699
BRA,GUY,2014,742
BRA,GUY,2015,883
BRA,GUY,2016,1893
BRA,HKG,2011,23696
BRA,HKG,2012,24219
BRA,HKG,2013,25241
BRA,HKG,2014,25375
BRA,HKG,2015,32369
BRA,HKG,2016,32497
BRA,HND,2011,4411
BRA,HND,2012,5370
BRA,HND,2013,4484
BRA,HND,2014,5177
BRA,HND,2015,5951
BRA,HND,2016,3274
BRA,HRV,2011,5780
BRA,HRV,2012,5893
BRA,HRV,2013,7676
BRA,HRV,2014,9634
BRA,HRV,2015,63260
BRA,HRV,2016,51129
BRA,HTI,2011,5211
BRA,HTI,2012,5586
BRA,HTI,2013,5477
BRA,HTI,2014,6714
BRA,HTI,2015,8857
BRA,HTI,2016,10581
BRA,HUN,2011,8769
BRA,HUN,2012,9296
BRA,HUN,2013,13330
BRA,HUN,2014,15079
BRA,HUN,2015,14903
BRA,HUN,2016,11811
BRA,IDN,2011,6820
BRA,IDN,2012,7495
BRA,IDN,2013,6818
BRA,IDN,2014,9476
BRA,IDN,2015,7632
BRA,IDN,2016,7361
BRA,IND,2011,38798
BRA,IND,2012,40536
BRA,IND,2013,41270
BRA,IND,2014,45238
BRA,IND,2015,43869
BRA,IND,2016,44535
BRA,IRL,2011,22397
BRA,IRL,2012,22597
BRA,IRL,2013,23683
BRA,IRL,2014,29746
BRA,IRL,2015,41250
BRA,IRL,2016,47949
BRA,IRN,2011,2951
BRA,IRN,2012,2902
BRA,IRN,2013,2633
BRA,IRN,2014,5748
BRA,IRN,2015,5085
BRA,IRN,2016,5453
BRA,IRQ,2011,269
BRA,IRQ,2012,428
BRA,IRQ,2013,864
BRA,IRQ,2014,811
BRA,IRQ,2015,773
BRA,IRQ,2016,1005
BRA,ISL,2011,198
BRA,ISL,2012,249
BRA,ISL,2013,358
BRA,ISL,2014,482
BRA,ISL,2015,431
BRA,ISL,2016,792
BRA,ISR,2011,94700
BRA,ISR,2012,90160
BRA,ISR,2013,87115
BRA,ISR,2014,93410
BRA,ISR,2015,78195
BRA,ISR,2016,69080
BRA,ITA,2011,522793
BRA,ITA,2012,540689
BRA,ITA,2013,627939
BRA,ITA,2014,669487
BRA,ITA,2015,663431
BRA,ITA,2016,675776
BRA,JAM,2011,2830
BRA,JAM,2012,2709
BRA,JAM,2013,3470
BRA,JAM,2014,3465
BRA,JAM,2015,3875
BRA,JAM,2016,3918
BRA,JOR,2011,2767
BRA,JOR,2012,3356
BRA,JOR,2013,3846
BRA,JOR,2014,5109
BRA,JOR,2015,4379
BRA,JOR,2016,3387
BRA,JPN,2011,81717
BRA,JPN,2012,105213
BRA,JPN,2013,114330
BRA,JPN,2014,116946
BRA,JPN,2015,104119
BRA,JPN,2016,116642
BRA,KAZ,2011,418
BRA,KAZ,2012,519
BRA,KAZ,2013,523
BRA,KAZ,2014,883
BRA,KAZ,2015,637
BRA,KAZ,2016,1255
BRA,KEN,2011,2323
BRA,KEN,2012,3077
BRA,KEN,2013,2919
BRA,KEN,2014,3179
BRA,KEN,2015,2558
BRA,KEN,2016,2733
BRA,KGZ,2011,42
BRA,KGZ,2012,56
BRA,KGZ,2013,86
BRA,KGZ,2014,84
BRA,KGZ,2015,53
BRA,KGZ,2016,101
BRA,KHM,2011,115
BRA,KHM,2012,152
BRA,KHM,2013,192
BRA,KHM,2014,240
BRA,KHM,2015,224
BRA,KHM,2016,301
BRA,KIR,2011,29
BRA,KIR,2012,14
BRA,KIR,2013,6
BRA,KIR,2014,8
BRA,KIR,2015,10
BRA,KIR,2016,24
BRA,KNA,2011,182
BRA,KNA,2012,153
BRA,KNA,2013,114
BRA,KNA,2014,181
BRA,KNA,2015,189
BRA,KNA,2016,161
BRA,KOR,2011,59269
BRA,KOR,2012,65750
BRA,KOR,2013,60078
BRA,KOR,2014,61173
BRA,KOR,2015,66294
BRA,KOR,2016,68154
BRA,KWT,2011,652
BRA,KWT,2012,662
BRA,KWT,2013,682
BRA,KWT,2014,1043
BRA,KWT,2015,676
BRA,KWT,2016,647
BRA,LAO,2011,18
BRA,LAO,2012,28
BRA,LAO,2013,48
BRA,LAO,2014,88
BRA,LAO,2015,82
BRA,LAO,2016,158
BRA,LBN,2011,16725
BRA,LBN,2012,16818
BRA,LBN,2013,17250
BRA,LBN,2014,18670
BRA,LBN,2015,20853
BRA,LBN,2016,20232
BRA,LBR,2011,192
BRA,LBR,2012,188
BRA,LBR,2013,166
BRA,LBR,2014,183
BRA,LBR,2015,118
BRA,LBR,2016,112
BRA,LBY,2011,636
BRA,LBY,2012,237
BRA,LBY,2013,439
BRA,LBY,2014,355
BRA,LBY,2015,29
BRA,LBY,2016,12
BRA,LCA,2011,165
BRA,LCA,2012,216
BRA,LCA,2013,231
BRA,LCA,2014,246
BRA,LCA,2015,225
BRA,LCA,2016,225
BRA,LKA,2011,693
BRA,LKA,2012,566
BRA,LKA,2013,562
BRA,LKA,2014,814
BRA,LKA,2015,880
BRA,LKA,2016,848
BRA,LSO,2011,28
BRA,LSO,2012,45
BRA,LSO,2013,48
BRA,LSO,2014,49
BRA,LSO,2015,45
BRA,LSO,2016,44
BRA,LTU,2011,883
BRA,LTU,2012,1067
BRA,LTU,2013,969
BRA,LTU,2014,1079
BRA,LTU,2015,3894
BRA,LTU,2016,4730
BRA,LUX,2011,5901
BRA,LUX,2012,5137
BRA,LUX,2013,4907
BRA,LUX,2014,4998
BRA,LUX,2015,6736
BRA,LUX,2016,7261
BRA,LVA,2011,1217
BRA,LVA,2012,1293
BRA,LVA,2013,1666
BRA,LVA,2014,1788
BRA,LVA,2015,1973
BRA,LVA,2016,2228
BRA,MAC,2011,36
BRA,MAC,2012,67
BRA,MAC,2013,50
BRA,MAC,2014,52
BRA,MAC,2015,55
BRA,MAC,2016,65
BRA,MAR,2011,4592
BRA,MAR,2012,5016
BRA,MAR,2013,8512
BRA,MAR,2014,14175
BRA,MAR,2015,30522
BRA,MAR,2016,37349
BRA,MDA,2011,63
BRA,MDA,2012,90
BRA,MDA,2013,96
BRA,MDA,2014,119
BRA,MDA,2015,164
BRA,MDA,2016,144
BRA,MDG,2011,242
BRA,MDG,2012,356
BRA,MDG,2013,349
BRA,MDG,2014,500
BRA,MDG,2015,456
BRA,MDG,2016,515
BRA,MDV,2011,1513
BRA,MDV,2012,1798
BRA,MDV,2013,1984
BRA,MDV,2014,2337
BRA,MDV,2015,2155
BRA,MDV,2016,3494
BRA,MEX,2011,276724
BRA,MEX,2012,310557
BRA,MEX,2013,344245
BRA,MEX,2014,419333
BRA,MEX,2015,394591
BRA,MEX,2016,402048
BRA,MHL,2011,0
BRA,MHL,2012,0
BRA,MHL,2013,1
BRA,MHL,2014,3
BRA,MHL,2015,3
BRA,MHL,2016,5
BRA,MKD,2011,114
BRA,MKD,2012,87
BRA,MKD,2013,91
BRA,MKD,2014,192
BRA,MKD,2015,211
BRA,MKD,2016,240
BRA,MLI,2011,408
BRA,MLI,2012,322
BRA,MLI,2013,269
BRA,MLI,2014,235
BRA,MLI,2015,307
BRA,MLI,2016,360
BRA,MLT,2011,1386
BRA,MLT,2012,1455
BRA,MLT,2013,1939
BRA,MLT,2014,2718
BRA,MLT,2015,3854
BRA,MLT,2016,4873
BRA,MMR,2011,286
BRA,MMR,2012,379
BRA,MMR,2013,575
BRA,MMR,2014,511
BRA,MMR,2015,520
BRA,MMR,2016,498
BRA,MNG,2011,99
BRA,MNG,2012,120
BRA,MNG,2013,170
BRA,MNG,2014,311
BRA,MNG,2015,137
BRA,MNG,2016,305
BRA,MOZ,2011,15999
BRA,MOZ,2012,16577
BRA,MOZ,2013,16753
BRA,MOZ,2014,15618
BRA,MOZ,2015,11895
BRA,MOZ,2016,10573
BRA,MRT,2011,94
BRA,MRT,2012,153
BRA,MRT,2013,133
BRA,MRT,2014,77
BRA,MRT,2015,117
BRA,MRT,2016,235
BRA,MUS,2011,1927
BRA,MUS,2012,2133
BRA,MUS,2013,2048
BRA,MUS,2014,1909
BRA,MUS,2015,1541
BRA,MUS,2016,1949
BRA,MWI,2011,231
BRA,MWI,2012,241
BRA,MWI,2013,464
BRA,MWI,2014,452
BRA,MWI,2015,309
BRA,MWI,2016,325
BRA,MYS,2011,3035
BRA,MYS,2012,3440
BRA,MYS,2013,4466
BRA,MYS,2014,5416
BRA,MYS,2015,18297
BRA,MYS,2016,10531
BRA,NAM,2011,1884
BRA,NAM,2012,1753
BRA,NAM,2013,1658
BRA,NAM,2014,1429
BRA,NAM,2015,1424
BRA,NAM,2016,2040
BRA,NER,2011,88
BRA,NER,2012,289
BRA,NER,2013,217
BRA,NER,2014,111
BRA,NER,2015,59
BRA,NER,2016,57
BRA,NGA,2011,13337
BRA,NGA,2012,23583
BRA,NGA,2013,7979
BRA,NGA,2014,21843
BRA,NGA,2015,17984
BRA,NGA,2016,15309
BRA,NIC,2011,5649
BRA,NIC,2012,4938
BRA,NIC,2013,5700
BRA,NIC,2014,4411
BRA,NIC,2015,6178
BRA,NIC,2016,5237
BRA,NIU,2011,0
BRA,NIU,2012,0
BRA,NIU,2013,1
BRA,NIU,2014,0
BRA,NIU,2015,0
BRA,NIU,2016,0
BRA,NLD,2011,87631
BRA,NLD,2012,87370
BRA,NLD,2013,96631
BRA,NLD,2014,120729
BRA,NLD,2015,137668
BRA,NLD,2016,125877
BRA,NOR,2011,33646
BRA,NOR,2012,55384
BRA,NOR,2013,53197
BRA,NOR,2014,57411
BRA,NOR,2015,49911
BRA,NOR,2016,42311
BRA,NPL,2011,436
BRA,NPL,2012,640
BRA,NPL,2013,698
BRA,NPL,2014,804
BRA,NPL,2015,713
BRA,NPL,2016,573
BRA,NRU,2011,0
BRA,NRU,2012,0
BRA,NRU,2013,0
BRA,NRU,2014,0
BRA,NRU,2015,0
BRA,NRU,2016,0
BRA,NZL,2011,20396
BRA,NZL,2012,19614
BRA,NZL,2013,19497
BRA,NZL,2014,25000
BRA,NZL,2015,23453
BRA,NZL,2016,28870
BRA,OMN,2011,1502
BRA,OMN,2012,1350
BRA,OMN,2013,1032
BRA,OMN,2014,1222
BRA,OMN,2015,842
BRA,OMN,2016,797
BRA,PAK,2011,1684
BRA,PAK,2012,1296
BRA,PAK,2013,1359
BRA,PAK,2014,2082
BRA,PAK,2015,2027
BRA,PAK,2016,2026
BRA,PAN,2011,55234
BRA,PAN,2012,67183
BRA,PAN,2013,76030
BRA,PAN,2014,91755
BRA,PAN,2015,98429
BRA,PAN,2016,88019
BRA,PER,2011,204332
BRA,PER,2012,233130
BRA,PER,2013,244751
BRA,PER,2014,265105
BRA,PER,2015,274711
BRA,PER,2016,262572
BRA,PHL,2011,11997
BRA,PHL,2012,15331
BRA,PHL,2013,16619
BRA,PHL,2014,17572
BRA,PHL,2015,18005
BRA,PHL,2016,18293
BRA,PLW,2011,3
BRA,PLW,2012,4
BRA,PLW,2013,5
BRA,PLW,2014,4
BRA,PLW,2015,5
BRA,PLW,2016,13
BRA,PNG,2011,35
BRA,PNG,2012,37
BRA,PNG,2013,38
BRA,PNG,2014,55
BRA,PNG,2015,39
BRA,PNG,2016,158
BRA,POL,2011,31427
BRA,POL,2012,33132
BRA,POL,2013,37727
BRA,POL,2014,47068
BRA,POL,2015,48363
BRA,POL,2016,53041
BRA,PRK,2011,2
BRA,PRK,2012,7
BRA,PRK,2013,7
BRA,PRK,2014,12
BRA,PRK,2015,3
BRA,PRK,2016,3
BRA,PRT,2011,624515
BRA,PRT,2012,647764
BRA,PRT,2013,672723
BRA,PRT,2014,731630
BRA,PRT,2015,694969
BRA,PRT,2016,757567
BRA,PRY,2011,369170
BRA,PRY,2012,418326
BRA,PRY,2013,460383
BRA,PRY,2014,476968
BRA,PRY,2015,491834
BRA,PRY,2016,519660
BRA,PSE,2011,0
BRA,PSE,2012,0
BRA,PSE,2013,0
BRA,PSE,2014,0
BRA,PSE,2015,0
BRA,PSE,2016,0
BRA,QAT,2011,6745
BRA,QAT,2012,6021
BRA,QAT,2013,5884
BRA,QAT,2014,5005
BRA,QAT,2015,5049
BRA,QAT,2016,5268
BRA,ROU,2011,4340
BRA,ROU,2012,4934
BRA,ROU,2013,5388
BRA,ROU,2014,6169
BRA,ROU,2015,14792
BRA,ROU,2016,14659
BRA,RUS,2011,52195
BRA,RUS,2012,58788
BRA,RUS,2013,62924
BRA,RUS,2014,70270
BRA,RUS,2015,60254
BRA,RUS,2016,51071
BRA,RWA,2011,156
BRA,RWA,2012,158
BRA,RWA,2013,133
BRA,RWA,2014,180
BRA,RWA,2015,148
BRA,RWA,2016,175
BRA,SAU,2011,2158
BRA,SAU,2012,2041
BRA,SAU,2013,2270
BRA,SAU,2014,3283
BRA,SAU,2015,2475
BRA,SAU,2016,3253
BRA,SDN,2011,684
BRA,SDN,2012,622
BRA,SDN,2013,530
BRA,SDN,2014,430
BRA,SDN,2015,418
BRA,SDN,2016,346
BRA,SEN,2011,2046
BRA,SEN,2012,2262
BRA,SEN,2013,2236
BRA,SEN,2014,2158
BRA,SEN,2015,1874
BRA,SEN,2016,2335
BRA,SGP,2011,11078
BRA,SGP,2012,10743
BRA,SGP,2013,10340
BRA,SGP,2014,13021
BRA,SGP,2015,26652
BRA,SGP,2016,24011
BRA,SLB,2011,0
BRA,SLB,2012,2
BRA,SLB,2013,5
BRA,SLB,2014,1
BRA,SLB,2015,5
BRA,SLB,2016,6
BRA,SLE,2011,121
BRA,SLE,2012,66
BRA,SLE,2013,112
BRA,SLE,2014,129
BRA,SLE,2015,85
BRA,SLE,2016,457
BRA,SLV,2011,6049
BRA,SLV,2012,5850
BRA,SLV,2013,5669
BRA,SLV,2014,5880
BRA,SLV,2015,8916
BRA,SLV,2016,8529
BRA,SMR,2011,0
BRA,SMR,2012,0
BRA,SMR,2013,0
BRA,SMR,2014,0
BRA,SMR,2015,0
BRA,SMR,2016,0
BRA,SOM,2011,0
BRA,SOM,2012,2
BRA,SOM,2013,2
BRA,SOM,2014,10
BRA,SOM,2015,11
BRA,SOM,2016,19
BRA,STP,2011,855
BRA,STP,2012,775
BRA,STP,2013,501
BRA,STP,2014,585
BRA,STP,2015,657
BRA,STP,2016,528
BRA,SUR,2011,18379
BRA,SUR,2012,24311
BRA,SUR,2013,26514
BRA,SUR,2014,20017
BRA,SUR,2015,22480
BRA,SUR,2016,25506
BRA,SVK,2011,261
BRA,SVK,2012,164
BRA,SVK,2013,129
BRA,SVK,2014,151
BRA,SVK,2015,8854
BRA,SVK,2016,9303
BRA,SVN,2011,1200
BRA,SVN,2012,1005
BRA,SVN,2013,1184
BRA,SVN,2014,1216
BRA,SVN,2015,13825
BRA,SVN,2016,12871
BRA,SWE,2011,29988
BRA,SWE,2012,29760
BRA,SWE,2013,27270
BRA,SWE,2014,30312
BRA,SWE,2015,29490
BRA,SWE,2016,30947
BRA,SWZ,2011,65
BRA,SWZ,2012,85
BRA,SWZ,2013,39
BRA,SWZ,2014,36
BRA,SWZ,2015,2
BRA,SWZ,2016,0
BRA,SYC,2011,101
BRA,SYC,2012,138
BRA,SYC,2013,225
BRA,SYC,2014,388
BRA,SYC,2015,275
BRA,SYC,2016,489
BRA,SYR,2011,1680
BRA,SYR,2012,895
BRA,SYR,2013,231
BRA,SYR,2014,147
BRA,SYR,2015,111
BRA,SYR,2016,37
BRA,TCA,2011,706
BRA,TCA,2012,758
BRA,TCA,2013,1531
BRA,TCA,2014,2219
BRA,TCA,2015,1858
BRA,TCA,2016,1548
BRA,TCD,2011,47
BRA,TCD,2012,88
BRA,TCD,2013,84
BRA,TCD,2014,92
BRA,TCD,2015,89
BRA,TCD,2016,68
BRA,TGO,2011,143
BRA,TGO,2012,162
BRA,TGO,2013,786
BRA,TGO,2014,1837
BRA,TGO,2015,1189
BRA,TGO,2016,894
BRA,THA,2011,8036
BRA,THA,2012,9287
BRA,THA,2013,11742
BRA,THA,2014,14731
BRA,THA,2015,48673
BRA,THA,2016,67194
BRA,TJK,2011,5
BRA,TJK,2012,11
BRA,TJK,2013,14
BRA,TJK,2014,10
BRA,TJK,2015,10
BRA,TJK,2016,16
BRA,TKM,2011,11
BRA,TKM,2012,7
BRA,TKM,2013,14
BRA,TKM,2014,22
BRA,TKM,2015,50
BRA,TKM,2016,42
BRA,TLS,2011,0
BRA,TLS,2012,0
BRA,TLS,2013,0
BRA,TLS,2014,0
BRA,TLS,2015,0
BRA,TLS,2016,0
BRA,TON,2011,2
BRA,TON,2012,10
BRA,TON,2013,1
BRA,TON,2014,3
BRA,TON,2015,2
BRA,TON,2016,11
BRA,TTO,2011,4202
BRA,TTO,2012,4508
BRA,TTO,2013,4704
BRA,TTO,2014,4906
BRA,TTO,2015,6968
BRA,TTO,2016,4232
BRA,TUN,2011,1251
BRA,TUN,2012,1573
BRA,TUN,2013,1671
BRA,TUN,2014,1998
BRA,TUN,2015,3419
BRA,TUN,2016,3205
BRA,TUR,2011,40852
BRA,TUR,2012,48005
BRA,TUR,2013,61672
BRA,TUR,2014,41685
BRA,TUR,2015,82777
BRA,TUR,2016,51946
BRA,TUV,2011,3
BRA,TUV,2012,2
BRA,TUV,2013,1
BRA,TUV,2014,0
BRA,TUV,2015,1
BRA,TUV,2016,0
BRA,TZA,2011,1504
BRA,TZA,2012,1492
BRA,TZA,2013,1576
BRA,TZA,2014,1647
BRA,TZA,2015,1087
BRA,TZA,2016,1167
BRA,UGA,2011,417
BRA,UGA,2012,643
BRA,UGA,2013,689
BRA,UGA,2014,784
BRA,UGA,2015,691
BRA,UGA,2016,671
BRA,UKR,2011,6365
BRA,UKR,2012,6925
BRA,UKR,2013,7713
BRA,UKR,2014,7953
BRA,UKR,2015,8680
BRA,UKR,2016,10289
BRA,URY,2011,687519
BRA,URY,2012,650692
BRA,URY,2013,655504
BRA,URY,2014,685183
BRA,URY,2015,696419
BRA,URY,2016,716555
BRA,USA,2011,2299293
BRA,USA,2012,2703606
BRA,USA,2013,2947161
BRA,USA,2014,3163559
BRA,USA,2015,3194545
BRA,USA,2016,2698585
BRA,UZB,2011,135
BRA,UZB,2012,137
BRA,UZB,2013,56
BRA,UZB,2014,79
BRA,UZB,2015,162
BRA,UZB,2016,167
BRA,VCT,2011,48
BRA,VCT,2012,76
BRA,VCT,2013,71
BRA,VCT,2014,168
BRA,VCT,2015,142
BRA,VCT,2016,110
BRA,VEN,2011,115811
BRA,VEN,2012,120361
BRA,VEN,2013,147491
BRA,VEN,2014,181008
BRA,VEN,2015,165091
BRA,VEN,2016,160526
BRA,VGB,2011,191
BRA,VGB,2012,134
BRA,VGB,2013,121
BRA,VGB,2014,163
BRA,VGB,2015,190
BRA,VGB,2016,178
BRA,VNM,2011,1630
BRA,VNM,2012,1555
BRA,VNM,2013,1792
BRA,VNM,2014,2303
BRA,VNM,2015,2118
BRA,VNM,2016,2051
BRA,VUT,2011,1
BRA,VUT,2012,2
BRA,VUT,2013,5
BRA,VUT,2014,20
BRA,VUT,2015,13
BRA,VUT,2016,1
BRA,WSM,2011,15
BRA,WSM,2012,20
BRA,WSM,2013,32
BRA,WSM,2014,55
BRA,WSM,2015,40
BRA,WSM,2016,66
BRA,YEM,2011,56
BRA,YEM,2012,49
BRA,YEM,2013,80
BRA,YEM,2014,107
BRA,YEM,2015,11
BRA,YEM,2016,0
BRA,ZAF,2011,76937
BRA,ZAF,2012,101423
BRA,ZAF,2013,103942
BRA,ZAF,2014,65369
BRA,ZAF,2015,56599
BRA,ZAF,2016,62879
BRA,ZMB,2011,826
BRA,ZMB,2012,1019
BRA,ZMB,2013,1118
BRA,ZMB,2014,1081
BRA,ZMB,2015,990
BRA,ZMB,2016,817
BRA,ZWE,2011,640
BRA,ZWE,2012,693
BRA,ZWE,2013,685
BRA,ZWE,2014,940
BRA,ZWE,2015,829
BRA,ZWE,2016,724
BRB,AFG,2011,3
BRB,AFG,2012,7
BRB,AFG,2013,4
BRB,AFG,2014,5
BRB,AFG,2015,7
BRB,AFG,2016,2
BRB,AGO,2011,3
BRB,AGO,2012,1
BRB,AGO,2013,4
BRB,AGO,2014,11
BRB,AGO,2015,17
BRB,AGO,2016,1
BRB,ALB,2011,31
BRB,ALB,2012,0
BRB,ALB,2013,2
BRB,ALB,2014,31
BRB,ALB,2015,23
BRB,ALB,2016,6
BRB,AND,2011,0
BRB,AND,2012,0
BRB,AND,2013,0
BRB,AND,2014,0
BRB,AND,2015,0
BRB,AND,2016,0
BRB,ARE,2011,184
BRB,ARE,2012,207
BRB,ARE,2013,236
BRB,ARE,2014,206
BRB,ARE,2015,193
BRB,ARE,2016,241
BRB,ARG,2011,664
BRB,ARG,2012,927
BRB,ARG,2013,817
BRB,ARG,2014,916
BRB,ARG,2015,688
BRB,ARG,2016,518
BRB,ARM,2011,0
BRB,ARM,2012,0
BRB,ARM,2013,0
BRB,ARM,2014,0
BRB,ARM,2015,2
BRB,ARM,2016,3
BRB,ATG,2011,24007
BRB,ATG,2012,25571
BRB,ATG,2013,21153
BRB,ATG,2014,27006
BRB,ATG,2015,34802
BRB,ATG,2016,41079
BRB,AUS,2011,1905
BRB,AUS,2012,2682
BRB,AUS,2013,1887
BRB,AUS,2014,2228
BRB,AUS,2015,2672
BRB,AUS,2016,2561
BRB,AUT,2011,728
BRB,AUT,2012,707
BRB,AUT,2013,790
BRB,AUT,2014,904
BRB,AUT,2015,1022
BRB,AUT,2016,1282
BRB,AZE,2011,6
BRB,AZE,2012,24
BRB,AZE,2013,17
BRB,AZE,2014,17
BRB,AZE,2015,19
BRB,AZE,2016,27
BRB,BDI,2011,1
BRB,BDI,2012,0
BRB,BDI,2013,0
BRB,BDI,2014,0
BRB,BDI,2015,0
BRB,BDI,2016,0
BRB,BEL,2011,778
BRB,BEL,2012,733
BRB,BEL,2013,775
BRB,BEL,2014,735
BRB,BEL,2015,748
BRB,BEL,2016,708
BRB,BEN,2011,1
BRB,BEN,2012,0
BRB,BEN,2013,1
BRB,BEN,2014,2
BRB,BEN,2015,3
BRB,BEN,2016,1
BRB,BFA,2011,1
BRB,BFA,2012,1
BRB,BFA,2013,1
BRB,BFA,2014,1
BRB,BFA,2015,2
BRB,BFA,2016,2
BRB,BGD,2011,13
BRB,BGD,2012,6
BRB,BGD,2013,29
BRB,BGD,2014,70
BRB,BGD,2015,13
BRB,BGD,2016,17
BRB,BGR,2011,64
BRB,BGR,2012,54
BRB,BGR,2013,66
BRB,BGR,2014,101
BRB,BGR,2015,115
BRB,BGR,2016,156
BRB,BHR,2011,22
BRB,BHR,2012,26
BRB,BHR,2013,22
BRB,BHR,2014,18
BRB,BHR,2015,20
BRB,BHR,2016,7
BRB,BHS,2011,2927
BRB,BHS,2012,2635
BRB,BHS,2013,2668
BRB,BHS,2014,3342
BRB,BHS,2015,4131
BRB,BHS,2016,3760
BRB,BIH,2011,3
BRB,BIH,2012,1
BRB,BIH,2013,0
BRB,BIH,2014,2
BRB,BIH,2015,8
BRB,BIH,2016,8
BRB,BLR,2011,10
BRB,BLR,2012,5
BRB,BLR,2013,10
BRB,BLR,2014,20
BRB,BLR,2015,4
BRB,BLR,2016,9
BRB,BLZ,2011,1234
BRB,BLZ,2012,1153
BRB,BLZ,2013,1048
BRB,BLZ,2014,861
BRB,BLZ,2015,929
BRB,BLZ,2016,946
BRB,BMU,2011,1292
BRB,BMU,2012,1139
BRB,BMU,2013,877
BRB,BMU,2014,1406
BRB,BMU,2015,1352
BRB,BMU,2016,1332
BRB,BOL,2011,34
BRB,BOL,2012,101
BRB,BOL,2013,136
BRB,BOL,2014,45
BRB,BOL,2015,54
BRB,BOL,2016,77
BRB,BRA,2011,7769
BRB,BRA,2012,7922
BRB,BRA,2013,7886
BRB,BRA,2014,7570
BRB,BRA,2015,6181
BRB,BRA,2016,5060
BRB,BRN,2011,0
BRB,BRN,2012,0
BRB,BRN,2013,0
BRB,BRN,2014,0
BRB,BRN,2015,1
BRB,BRN,2016,2
BRB,BTN,2011,0
BRB,BTN,2012,0
BRB,BTN,2013,0
BRB,BTN,2014,0
BRB,BTN,2015,0
BRB,BTN,2016,0
BRB,BWA,2011,12
BRB,BWA,2012,10
BRB,BWA,2013,9
BRB,BWA,2014,8
BRB,BWA,2015,20
BRB,BWA,2016,12
BRB,CAF,2011,0
BRB,CAF,2012,0
BRB,CAF,2013,0
BRB,CAF,2014,0
BRB,CAF,2015,0
BRB,CAF,2016,0
BRB,CAN,2011,96906
BRB,CAN,2012,88587
BRB,CAN,2013,78596
BRB,CAN,2014,78289
BRB,CAN,2015,86728
BRB,CAN,2016,92125
BRB,CHE,2011,1625
BRB,CHE,2012,1592
BRB,CHE,2013,1371
BRB,CHE,2014,1869
BRB,CHE,2015,2391
BRB,CHE,2016,2703
BRB,CHL,2011,206
BRB,CHL,2012,200
BRB,CHL,2013,238
BRB,CHL,2014,266
BRB,CHL,2015,277
BRB,CHL,2016,303
BRB,CHN,2011,260
BRB,CHN,2012,336
BRB,CHN,2013,925
BRB,CHN,2014,1038
BRB,CHN,2015,1148
BRB,CHN,2016,1130
BRB,CIV,2011,0
BRB,CIV,2012,2
BRB,CIV,2013,2
BRB,CIV,2014,11
BRB,CIV,2015,6
BRB,CIV,2016,8
BRB,CMR,2011,4
BRB,CMR,2012,7
BRB,CMR,2013,17
BRB,CMR,2014,21
BRB,CMR,2015,6
BRB,CMR,2016,5
BRB,COD,2011,0
BRB,COD,2012,1
BRB,COD,2013,0
BRB,COD,2014,1
BRB,COD,2015,4
BRB,COD,2016,6
BRB,COG,2011,0
BRB,COG,2012,3
BRB,COG,2013,0
BRB,COG,2014,0
BRB,COG,2015,0
BRB,COG,2016,0
BRB,COL,2011,628
BRB,COL,2012,756
BRB,COL,2013,988
BRB,COL,2014,1031
BRB,COL,2015,1644
BRB,COL,2016,3833
BRB,COM,2011,0
BRB,COM,2012,0
BRB,COM,2013,0
BRB,COM,2014,0
BRB,COM,2015,0
BRB,COM,2016,0
BRB,CPV,2011,1
BRB,CPV,2012,9
BRB,CPV,2013,3
