reporting country,secondary country,time,value
GUY,LBR,2016,3
GUY,LBY,2011,0
GUY,LBY,2012,0
GUY,LBY,2013,0
GUY,LBY,2014,0
GUY,LBY,2015,0
GUY,LBY,2016,0
GUY,LCA,2011,3656
GUY,LCA,2012,4170
GUY,LCA,2013,4462
GUY,LCA,2014,5577
GUY,LCA,2015,7764
GUY,LCA,2016,6378
GUY,LKA,2011,1
GUY,LKA,2012,4
GUY,LKA,2013,12
GUY,LKA,2014,9
GUY,LKA,2015,7
GUY,LKA,2016,16
GUY,LSO,2011,0
GUY,LSO,2012,0
GUY,LSO,2013,0
GUY,LSO,2014,0
GUY,LSO,2015,0
GUY,LSO,2016,2
GUY,LTU,2011,4
GUY,LTU,2012,3
GUY,LTU,2013,2
GUY,LTU,2014,4
GUY,LTU,2015,8
GUY,LTU,2016,17
GUY,LUX,2011,11
GUY,LUX,2012,4
GUY,LUX,2013,0
GUY,LUX,2014,3
GUY,LUX,2015,2
GUY,LUX,2016,1
GUY,LVA,2011,2
GUY,LVA,2012,5
GUY,LVA,2013,4
GUY,LVA,2014,5
GUY,LVA,2015,3
GUY,LVA,2016,17
GUY,MAC,2011,0
GUY,MAC,2012,0
GUY,MAC,2013,0
GUY,MAC,2014,0
GUY,MAC,2015,1
GUY,MAC,2016,4
GUY,MAR,2011,1
GUY,MAR,2012,5
GUY,MAR,2013,6
GUY,MAR,2014,5
GUY,MAR,2015,3
GUY,MAR,2016,39
GUY,MDA,2011,0
GUY,MDA,2012,0
GUY,MDA,2013,1
GUY,MDA,2014,0
GUY,MDA,2015,0
GUY,MDA,2016,1
GUY,MDG,2011,2
GUY,MDG,2012,2
GUY,MDG,2013,0
GUY,MDG,2014,1
GUY,MDG,2015,1
GUY,MDG,2016,0
GUY,MDV,2011,1
GUY,MDV,2012,0
GUY,MDV,2013,1
GUY,MDV,2014,0
GUY,MDV,2015,1
GUY,MDV,2016,2
GUY,MEX,2011,476
GUY,MEX,2012,399
GUY,MEX,2013,421
GUY,MEX,2014,614
GUY,MEX,2015,591
GUY,MEX,2016,680
GUY,MHL,2011,0
GUY,MHL,2012,0
GUY,MHL,2013,0
GUY,MHL,2014,0
GUY,MHL,2015,0
GUY,MHL,2016,0
GUY,MKD,2011,0
GUY,MKD,2012,0
GUY,MKD,2013,0
GUY,MKD,2014,0
GUY,MKD,2015,0
GUY,MKD,2016,0
GUY,MLI,2011,7
GUY,MLI,2012,0
GUY,MLI,2013,1
GUY,MLI,2014,0
GUY,MLI,2015,0
GUY,MLI,2016,1
GUY,MLT,2011,1
GUY,MLT,2012,2
GUY,MLT,2013,7
GUY,MLT,2014,3
GUY,MLT,2015,23
GUY,MLT,2016,18
GUY,MMR,2011,0
GUY,MMR,2012,0
GUY,MMR,2013,1
GUY,MMR,2014,0
GUY,MMR,2015,2
GUY,MMR,2016,2
GUY,MNG,2011,0
GUY,MNG,2012,9
GUY,MNG,2013,0
GUY,MNG,2014,0
GUY,MNG,2015,1
GUY,MNG,2016,3
GUY,MOZ,2011,3
GUY,MOZ,2012,5
GUY,MOZ,2013,1
GUY,MOZ,2014,1
GUY,MOZ,2015,0
GUY,MOZ,2016,1
GUY,MRT,2011,0
GUY,MRT,2012,0
GUY,MRT,2013,2
GUY,MRT,2014,2
GUY,MRT,2015,2
GUY,MRT,2016,15
GUY,MUS,2011,1
GUY,MUS,2012,10
GUY,MUS,2013,7
GUY,MUS,2014,4
GUY,MUS,2015,11
GUY,MUS,2016,8
GUY,MWI,2011,1
GUY,MWI,2012,2
GUY,MWI,2013,2
GUY,MWI,2014,1
GUY,MWI,2015,1
GUY,MWI,2016,1
GUY,MYS,2011,78
GUY,MYS,2012,64
GUY,MYS,2013,52
GUY,MYS,2014,76
GUY,MYS,2015,79
GUY,MYS,2016,100
GUY,NAM,2011,3
GUY,NAM,2012,0
GUY,NAM,2013,4
GUY,NAM,2014,2
GUY,NAM,2015,0
GUY,NAM,2016,2
GUY,NER,2011,0
GUY,NER,2012,0
GUY,NER,2013,0
GUY,NER,2014,0
GUY,NER,2015,0
GUY,NER,2016,0
GUY,NGA,2011,20
GUY,NGA,2012,20
GUY,NGA,2013,23
GUY,NGA,2014,29
GUY,NGA,2015,59
GUY,NGA,2016,61
GUY,NIC,2011,31
GUY,NIC,2012,74
GUY,NIC,2013,68
GUY,NIC,2014,114
GUY,NIC,2015,316
GUY,NIC,2016,166
GUY,NIU,2011,0
GUY,NIU,2012,0
GUY,NIU,2013,0
GUY,NIU,2014,0
GUY,NIU,2015,0
GUY,NIU,2016,0
GUY,NLD,2011,332
GUY,NLD,2012,384
GUY,NLD,2013,292
GUY,NLD,2014,242
GUY,NLD,2015,318
GUY,NLD,2016,545
GUY,NOR,2011,42
GUY,NOR,2012,42
GUY,NOR,2013,54
GUY,NOR,2014,50
GUY,NOR,2015,58
GUY,NOR,2016,52
GUY,NPL,2011,4
GUY,NPL,2012,1
GUY,NPL,2013,4
GUY,NPL,2014,6
GUY,NPL,2015,0
GUY,NPL,2016,0
GUY,NRU,2011,0
GUY,NRU,2012,0
GUY,NRU,2013,0
GUY,NRU,2014,0
GUY,NRU,2015,0
GUY,NRU,2016,0
GUY,NZL,2011,14
GUY,NZL,2012,30
GUY,NZL,2013,19
GUY,NZL,2014,24
GUY,NZL,2015,19
GUY,NZL,2016,24
GUY,OMN,2011,0
GUY,OMN,2012,2
GUY,OMN,2013,0
GUY,OMN,2014,0
GUY,OMN,2015,1
GUY,OMN,2016,5
GUY,PAK,2011,2
GUY,PAK,2012,1
GUY,PAK,2013,2
GUY,PAK,2014,5
GUY,PAK,2015,13
GUY,PAK,2016,7
GUY,PAN,2011,1651
GUY,PAN,2012,1725
GUY,PAN,2013,1431
GUY,PAN,2014,1810
GUY,PAN,2015,1839
GUY,PAN,2016,2332
GUY,PER,2011,311
GUY,PER,2012,290
GUY,PER,2013,440
GUY,PER,2014,2369
GUY,PER,2015,3632
GUY,PER,2016,679
GUY,PHL,2011,297
GUY,PHL,2012,538
GUY,PHL,2013,219
GUY,PHL,2014,280
GUY,PHL,2015,464
GUY,PHL,2016,1020
GUY,PLW,2011,0
GUY,PLW,2012,0
GUY,PLW,2013,0
GUY,PLW,2014,0
GUY,PLW,2015,0
GUY,PLW,2016,0
GUY,PNG,2011,0
GUY,PNG,2012,1
GUY,PNG,2013,3
GUY,PNG,2014,0
GUY,PNG,2015,4
GUY,PNG,2016,6
GUY,POL,2011,7
GUY,POL,2012,24
GUY,POL,2013,18
GUY,POL,2014,20
GUY,POL,2015,53
GUY,POL,2016,87
GUY,PRK,2011,0
GUY,PRK,2012,0
GUY,PRK,2013,0
GUY,PRK,2014,0
GUY,PRK,2015,0
GUY,PRK,2016,0
GUY,PRT,2011,27
GUY,PRT,2012,18
GUY,PRT,2013,9
GUY,PRT,2014,5
GUY,PRT,2015,18
GUY,PRT,2016,30
GUY,PRY,2011,26
GUY,PRY,2012,53
GUY,PRY,2013,39
GUY,PRY,2014,30
GUY,PRY,2015,33
GUY,PRY,2016,73
GUY,PSE,2011,0
GUY,PSE,2012,0
GUY,PSE,2013,0
GUY,PSE,2014,0
GUY,PSE,2015,0
GUY,PSE,2016,0
GUY,QAT,2011,3
GUY,QAT,2012,4
GUY,QAT,2013,2
GUY,QAT,2014,11
GUY,QAT,2015,12
GUY,QAT,2016,10
GUY,ROU,2011,4
GUY,ROU,2012,18
GUY,ROU,2013,20
GUY,ROU,2014,5
GUY,ROU,2015,34
GUY,ROU,2016,107
GUY,RUS,2011,104
GUY,RUS,2012,118
GUY,RUS,2013,116
GUY,RUS,2014,112
GUY,RUS,2015,246
GUY,RUS,2016,495
GUY,RWA,2011,5
GUY,RWA,2012,2
GUY,RWA,2013,12
GUY,RWA,2014,2
GUY,RWA,2015,1
GUY,RWA,2016,7
GUY,SAU,2011,27
GUY,SAU,2012,21
GUY,SAU,2013,7
GUY,SAU,2014,13
GUY,SAU,2015,42
GUY,SAU,2016,38
GUY,SDN,2011,1
GUY,SDN,2012,0
GUY,SDN,2013,3
GUY,SDN,2014,0
GUY,SDN,2015,0
GUY,SDN,2016,2
GUY,SEN,2011,1
GUY,SEN,2012,1
GUY,SEN,2013,0
GUY,SEN,2014,0
GUY,SEN,2015,3
GUY,SEN,2016,12
GUY,SGP,2011,23
GUY,SGP,2012,29
GUY,SGP,2013,12
GUY,SGP,2014,9
GUY,SGP,2015,27
GUY,SGP,2016,49
GUY,SLB,2011,0
GUY,SLB,2012,0
GUY,SLB,2013,0
GUY,SLB,2014,0
GUY,SLB,2015,0
GUY,SLB,2016,0
GUY,SLE,2011,4
GUY,SLE,2012,6
GUY,SLE,2013,1
GUY,SLE,2014,0
GUY,SLE,2015,0
GUY,SLE,2016,0
GUY,SLV,2011,87
GUY,SLV,2012,74
GUY,SLV,2013,51
GUY,SLV,2014,134
GUY,SLV,2015,104
GUY,SLV,2016,143
GUY,SMR,2011,0
GUY,SMR,2012,0
GUY,SMR,2013,0
GUY,SMR,2014,0
GUY,SMR,2015,0
GUY,SMR,2016,0
GUY,SOM,2011,0
GUY,SOM,2012,0
GUY,SOM,2013,0
GUY,SOM,2014,0
GUY,SOM,2015,0
GUY,SOM,2016,0
GUY,STP,2011,0
GUY,STP,2012,0
GUY,STP,2013,0
GUY,STP,2014,0
GUY,STP,2015,0
GUY,STP,2016,0
GUY,SUR,2011,1072
GUY,SUR,2012,3705
GUY,SUR,2013,1823
GUY,SUR,2014,1849
GUY,SUR,2015,2035
GUY,SUR,2016,12271
GUY,SVK,2011,0
GUY,SVK,2012,0
GUY,SVK,2013,0
GUY,SVK,2014,0
GUY,SVK,2015,0
GUY,SVK,2016,0
GUY,SVN,2011,0
GUY,SVN,2012,2
GUY,SVN,2013,3
GUY,SVN,2014,1
GUY,SVN,2015,0
GUY,SVN,2016,0
GUY,SWE,2011,58
GUY,SWE,2012,35
GUY,SWE,2013,18
GUY,SWE,2014,22
GUY,SWE,2015,41
GUY,SWE,2016,77
GUY,SWZ,2011,0
GUY,SWZ,2012,1
GUY,SWZ,2013,1
GUY,SWZ,2014,0
GUY,SWZ,2015,0
GUY,SWZ,2016,0
GUY,SYC,2011,0
GUY,SYC,2012,0
GUY,SYC,2013,0
GUY,SYC,2014,0
GUY,SYC,2015,0
GUY,SYC,2016,3
GUY,SYR,2011,3
GUY,SYR,2012,2
GUY,SYR,2013,0
GUY,SYR,2014,0
GUY,SYR,2015,0
GUY,SYR,2016,0
GUY,TCA,2011,108
GUY,TCA,2012,132
GUY,TCA,2013,173
GUY,TCA,2014,166
GUY,TCA,2015,196
GUY,TCA,2016,291
GUY,TCD,2011,0
GUY,TCD,2012,0
GUY,TCD,2013,0
GUY,TCD,2014,0
GUY,TCD,2015,0
GUY,TCD,2016,0
GUY,TGO,2011,0
GUY,TGO,2012,0
GUY,TGO,2013,1
GUY,TGO,2014,0
GUY,TGO,2015,0
GUY,TGO,2016,1
GUY,THA,2011,28
GUY,THA,2012,15
GUY,THA,2013,16
GUY,THA,2014,19
GUY,THA,2015,24
GUY,THA,2016,49
GUY,TJK,2011,0
GUY,TJK,2012,0
GUY,TJK,2013,0
GUY,TJK,2014,0
GUY,TJK,2015,0
GUY,TJK,2016,0
GUY,TKM,2011,0
GUY,TKM,2012,0
GUY,TKM,2013,0
GUY,TKM,2014,0
GUY,TKM,2015,0
GUY,TKM,2016,0
GUY,TLS,2011,0
GUY,TLS,2012,0
GUY,TLS,2013,0
GUY,TLS,2014,0
GUY,TLS,2015,0
GUY,TLS,2016,0
GUY,TON,2011,0
GUY,TON,2012,0
GUY,TON,2013,0
GUY,TON,2014,0
GUY,TON,2015,0
GUY,TON,2016,0
GUY,TTO,2011,80914
GUY,TTO,2012,102267
GUY,TTO,2013,78272
GUY,TTO,2014,72869
GUY,TTO,2015,78634
GUY,TTO,2016,81999
GUY,TUN,2011,1
GUY,TUN,2012,5
GUY,TUN,2013,2
GUY,TUN,2014,7
GUY,TUN,2015,5
GUY,TUN,2016,5
GUY,TUR,2011,27
GUY,TUR,2012,46
GUY,TUR,2013,48
GUY,TUR,2014,35
GUY,TUR,2015,56
GUY,TUR,2016,108
GUY,TUV,2011,0
GUY,TUV,2012,0
GUY,TUV,2013,0
GUY,TUV,2014,0
GUY,TUV,2015,0
GUY,TUV,2016,0
GUY,TZA,2011,2
GUY,TZA,2012,8
GUY,TZA,2013,4
GUY,TZA,2014,14
GUY,TZA,2015,6
GUY,TZA,2016,8
GUY,UGA,2011,5
GUY,UGA,2012,1
GUY,UGA,2013,2
GUY,UGA,2014,1
GUY,UGA,2015,6
GUY,UGA,2016,44
GUY,UKR,2011,58
GUY,UKR,2012,82
GUY,UKR,2013,73
GUY,UKR,2014,82
GUY,UKR,2015,66
GUY,UKR,2016,64
GUY,URY,2011,64
GUY,URY,2012,72
GUY,URY,2013,69
GUY,URY,2014,49
GUY,URY,2015,52
GUY,URY,2016,47
GUY,USA,2011,151588
GUY,USA,2012,151131
GUY,USA,2013,162343
GUY,USA,2014,152855
GUY,USA,2015,158436
GUY,USA,2016,204263
GUY,UZB,2011,4
GUY,UZB,2012,2
GUY,UZB,2013,0
GUY,UZB,2014,0
GUY,UZB,2015,0
GUY,UZB,2016,0
GUY,VCT,2011,4132
GUY,VCT,2012,2559
GUY,VCT,2013,1842
GUY,VCT,2014,3415
GUY,VCT,2015,6428
GUY,VCT,2016,5968
GUY,VEN,2011,362
GUY,VEN,2012,273
GUY,VEN,2013,857
GUY,VEN,2014,6989
GUY,VEN,2015,6315
GUY,VEN,2016,1708
GUY,VGB,2011,785
GUY,VGB,2012,813
GUY,VGB,2013,1132
GUY,VGB,2014,1156
GUY,VGB,2015,1462
GUY,VGB,2016,3434
GUY,VNM,2011,10
GUY,VNM,2012,5
GUY,VNM,2013,4
GUY,VNM,2014,3
GUY,VNM,2015,4
GUY,VNM,2016,9
GUY,VUT,2011,0
GUY,VUT,2012,0
GUY,VUT,2013,0
GUY,VUT,2014,1
GUY,VUT,2015,0
GUY,VUT,2016,1
GUY,WSM,2011,3
GUY,WSM,2012,0
GUY,WSM,2013,0
GUY,WSM,2014,4
GUY,WSM,2015,1
GUY,WSM,2016,2
GUY,YEM,2011,0
GUY,YEM,2012,0
GUY,YEM,2013,0
GUY,YEM,2014,1
GUY,YEM,2015,1
GUY,YEM,2016,0
GUY,ZAF,2011,78
GUY,ZAF,2012,66
GUY,ZAF,2013,74
GUY,ZAF,2014,70
GUY,ZAF,2015,81
GUY,ZAF,2016,124
GUY,ZMB,2011,8
GUY,ZMB,2012,17
GUY,ZMB,2013,3
GUY,ZMB,2014,10
GUY,ZMB,2015,7
GUY,ZMB,2016,24
GUY,ZWE,2011,3
GUY,ZWE,2012,1
GUY,ZWE,2013,5
GUY,ZWE,2014,5
GUY,ZWE,2015,7
GUY,ZWE,2016,13
HKG,AFG,2011,147
HKG,AFG,2012,127
HKG,AFG,2013,165
HKG,AFG,2014,229
HKG,AFG,2015,358
HKG,AFG,2016,265
HKG,AGO,2011,1847
HKG,AGO,2012,3374
HKG,AGO,2013,2804
HKG,AGO,2014,2894
HKG,AGO,2015,3041
HKG,AGO,2016,1522
HKG,ALB,2011,252
HKG,ALB,2012,233
HKG,ALB,2013,251
HKG,ALB,2014,322
HKG,ALB,2015,513
HKG,ALB,2016,527
HKG,AND,2011,0
HKG,AND,2012,0
HKG,AND,2013,0
HKG,AND,2014,0
HKG,AND,2015,0
HKG,AND,2016,0
HKG,ARE,2011,63709
HKG,ARE,2012,72104
HKG,ARE,2013,91365
HKG,ARE,2014,105597
HKG,ARE,2015,131492
HKG,ARE,2016,127022
HKG,ARG,2011,6960
HKG,ARG,2012,6835
HKG,ARG,2013,6480
HKG,ARG,2014,6188
HKG,ARG,2015,6565
HKG,ARG,2016,7115
HKG,ARM,2011,403
HKG,ARM,2012,336
HKG,ARM,2013,384
HKG,ARM,2014,352
HKG,ARM,2015,412
HKG,ARM,2016,453
HKG,ATG,2011,51
HKG,ATG,2012,50
HKG,ATG,2013,44
HKG,ATG,2014,62
HKG,ATG,2015,56
HKG,ATG,2016,48
HKG,AUS,2011,684734
HKG,AUS,2012,867312
HKG,AUS,2013,815335
HKG,AUS,2014,762544
HKG,AUS,2015,762249
HKG,AUS,2016,822260
HKG,AUT,2011,16142
HKG,AUT,2012,16188
HKG,AUT,2013,16707
HKG,AUT,2014,18760
HKG,AUT,2015,24099
HKG,AUT,2016,27087
HKG,AZE,2011,462
HKG,AZE,2012,692
HKG,AZE,2013,756
HKG,AZE,2014,717
HKG,AZE,2015,745
HKG,AZE,2016,645
HKG,BDI,2011,186
HKG,BDI,2012,77
HKG,BDI,2013,130
HKG,BDI,2014,198
HKG,BDI,2015,115
HKG,BDI,2016,93
HKG,BEL,2011,20048
HKG,BEL,2012,21811
HKG,BEL,2013,21211
HKG,BEL,2014,28066
HKG,BEL,2015,28764
HKG,BEL,2016,27394
HKG,BEN,2011,265
HKG,BEN,2012,163
HKG,BEN,2013,99
HKG,BEN,2014,98
HKG,BEN,2015,219
HKG,BEN,2016,245
HKG,BFA,2011,380
HKG,BFA,2012,355
HKG,BFA,2013,346
HKG,BFA,2014,291
HKG,BFA,2015,214
HKG,BFA,2016,202
HKG,BGD,2011,31869
HKG,BGD,2012,28316
HKG,BGD,2013,25476
HKG,BGD,2014,30390
HKG,BGD,2015,29777
HKG,BGD,2016,29790
HKG,BGR,2011,2247
HKG,BGR,2012,2028
HKG,BGR,2013,2506
HKG,BGR,2014,2983
HKG,BGR,2015,3089
HKG,BGR,2016,3677
HKG,BHR,2011,6099
HKG,BHR,2012,5225
HKG,BHR,2013,5448
HKG,BHR,2014,6353
HKG,BHR,2015,6148
HKG,BHR,2016,5341
HKG,BHS,2011,397
HKG,BHS,2012,337
HKG,BHS,2013,273
HKG,BHS,2014,327
HKG,BHS,2015,441
HKG,BHS,2016,417
HKG,BIH,2011,332
HKG,BIH,2012,242
HKG,BIH,2013,182
HKG,BIH,2014,213
HKG,BIH,2015,266
HKG,BIH,2016,410
HKG,BLR,2011,606
HKG,BLR,2012,740
HKG,BLR,2013,838
HKG,BLR,2014,869
HKG,BLR,2015,1308
HKG,BLR,2016,1652
HKG,BLZ,2011,101
HKG,BLZ,2012,119
HKG,BLZ,2013,264
HKG,BLZ,2014,240
HKG,BLZ,2015,243
HKG,BLZ,2016,281
HKG,BMU,2011,182
HKG,BMU,2012,131
HKG,BMU,2013,133
HKG,BMU,2014,226
HKG,BMU,2015,239
HKG,BMU,2016,212
HKG,BOL,2011,541
HKG,BOL,2012,430
HKG,BOL,2013,336
HKG,BOL,2014,401
HKG,BOL,2015,437
HKG,BOL,2016,501
HKG,BRA,2011,24855
HKG,BRA,2012,25680
HKG,BRA,2013,25885
HKG,BRA,2014,25921
HKG,BRA,2015,32369
HKG,BRA,2016,32497
HKG,BRB,2011,154
HKG,BRB,2012,148
HKG,BRB,2013,140
HKG,BRB,2014,129
HKG,BRB,2015,263
HKG,BRB,2016,221
HKG,BRN,2011,30765
HKG,BRN,2012,29269
HKG,BRN,2013,26993
HKG,BRN,2014,22955
HKG,BRN,2015,20477
HKG,BRN,2016,33927
HKG,BTN,2011,4
HKG,BTN,2012,1
HKG,BTN,2013,2
HKG,BTN,2014,11
HKG,BTN,2015,8
HKG,BTN,2016,16
HKG,BWA,2011,2772
HKG,BWA,2012,2073
HKG,BWA,2013,1587
HKG,BWA,2014,1913
HKG,BWA,2015,2418
HKG,BWA,2016,2091
HKG,CAF,2011,19
HKG,CAF,2012,35
HKG,CAF,2013,8
HKG,CAF,2014,14
HKG,CAF,2015,8
HKG,CAF,2016,25
HKG,CAN,2011,414514
HKG,CAN,2012,398050
HKG,CAN,2013,375747
HKG,CAN,2014,383057
HKG,CAN,2015,394423
HKG,CAN,2016,466141
HKG,CHE,2011,61250
HKG,CHE,2012,61676
HKG,CHE,2013,63492
HKG,CHE,2014,70220
HKG,CHE,2015,90910
HKG,CHE,2016,1024828
HKG,CHL,2011,3975
HKG,CHL,2012,4407
HKG,CHL,2013,5068
HKG,CHL,2014,5232
HKG,CHL,2015,6357
HKG,CHL,2016,7563
HKG,CHN,2011,92957472
HKG,CHN,2012,93823360
HKG,CHN,2013,93974128
HKG,CHN,2014,95208712
HKG,CHN,2015,97444928
HKG,CHN,2016,98424336
HKG,CIV,2011,281
HKG,CIV,2012,481
HKG,CIV,2013,1046
HKG,CIV,2014,938
HKG,CIV,2015,935
HKG,CIV,2016,1272
HKG,CMR,2011,1343
HKG,CMR,2012,1411
HKG,CMR,2013,2268
HKG,CMR,2014,2056
HKG,CMR,2015,1871
HKG,CMR,2016,2127
HKG,COD,2011,2140
HKG,COD,2012,1553
HKG,COD,2013,1496
HKG,COD,2014,1083
HKG,COD,2015,1419
HKG,COD,2016,1903
HKG,COG,2011,852
HKG,COG,2012,586
HKG,COG,2013,940
HKG,COG,2014,649
HKG,COG,2015,566
HKG,COG,2016,885
HKG,COL,2011,4336
HKG,COL,2012,4333
HKG,COL,2013,4956
HKG,COL,2014,5482
HKG,COL,2015,5825
HKG,COL,2016,5592
HKG,COM,2011,1
HKG,COM,2012,2
HKG,COM,2013,1
HKG,COM,2014,10
HKG,COM,2015,13
HKG,COM,2016,18
HKG,CPV,2011,60
HKG,CPV,2012,84
HKG,CPV,2013,37
HKG,CPV,2014,33
HKG,CPV,2015,46
HKG,CPV,2016,27
HKG,CRI,2011,1361
HKG,CRI,2012,1449
HKG,CRI,2013,1291
HKG,CRI,2014,1110
HKG,CRI,2015,1230
HKG,CRI,2016,1014
HKG,CUB,2011,967
HKG,CUB,2012,760
HKG,CUB,2013,767
HKG,CUB,2014,815
HKG,CUB,2015,843
HKG,CUB,2016,1251
HKG,CYM,2011,244
HKG,CYM,2012,308
HKG,CYM,2013,198
HKG,CYM,2014,275
HKG,CYM,2015,319
HKG,CYM,2016,339
HKG,CYP,2011,1286
HKG,CYP,2012,1750
HKG,CYP,2013,1743
HKG,CYP,2014,2307
HKG,CYP,2015,2737
HKG,CYP,2016,4137
HKG,CZE,2011,10473
HKG,CZE,2012,9879
HKG,CZE,2013,11166
HKG,CZE,2014,11673
HKG,CZE,2015,14400
HKG,CZE,2016,17971
HKG,DEU,2011,214248
HKG,DEU,2012,214438
HKG,DEU,2013,211634
HKG,DEU,2014,220488
HKG,DEU,2015,243521
HKG,DEU,2016,249495
HKG,DJI,2011,118
HKG,DJI,2012,70
HKG,DJI,2013,73
HKG,DJI,2014,140
HKG,DJI,2015,425
HKG,DJI,2016,490
HKG,DMA,2011,16
HKG,DMA,2012,8
HKG,DMA,2013,10
HKG,DMA,2014,9
HKG,DMA,2015,5
HKG,DMA,2016,5
HKG,DNK,2011,24307
HKG,DNK,2012,23570
HKG,DNK,2013,24356
HKG,DNK,2014,25850
HKG,DNK,2015,30443
HKG,DNK,2016,34669
HKG,DOM,2011,449
HKG,DOM,2012,291
HKG,DOM,2013,323
HKG,DOM,2014,401
HKG,DOM,2015,475
HKG,DOM,2016,463
HKG,DZA,2011,3919
HKG,DZA,2012,3725
HKG,DZA,2013,4696
HKG,DZA,2014,4766
HKG,DZA,2015,4280
HKG,DZA,2016,3921
HKG,ECU,2011,1129
HKG,ECU,2012,1527
HKG,ECU,2013,2042
HKG,ECU,2014,1603
HKG,ECU,2015,1353
HKG,ECU,2016,1288
HKG,EGY,2011,7331
HKG,EGY,2012,7520
HKG,EGY,2013,7444
HKG,EGY,2014,8186
HKG,EGY,2015,11004
HKG,EGY,2016,11817
HKG,ERI,2011,76
HKG,ERI,2012,5
HKG,ERI,2013,2
HKG,ERI,2014,8
HKG,ERI,2015,23
HKG,ERI,2016,10
HKG,ESP,2011,47553
HKG,ESP,2012,46549
HKG,ESP,2013,50196
HKG,ESP,2014,59709
HKG,ESP,2015,77681
HKG,ESP,2016,79850
HKG,EST,2011,1414
HKG,EST,2012,1612
HKG,EST,2013,1183
HKG,EST,2014,1194
HKG,EST,2015,2398
HKG,EST,2016,3099
HKG,ETH,2011,3728
HKG,ETH,2012,3939
HKG,ETH,2013,6173
HKG,ETH,2014,6669
HKG,ETH,2015,6448
HKG,ETH,2016,8050
HKG,FIN,2011,28621
HKG,FIN,2012,29746
HKG,FIN,2013,32854
HKG,FIN,2014,31941
HKG,FIN,2015,34437
HKG,FIN,2016,39907
HKG,FJI,2011,17664
HKG,FJI,2012,16452
HKG,FJI,2013,16521
HKG,FJI,2014,18333
HKG,FJI,2015,20815
HKG,FJI,2016,24451
HKG,FRA,2011,184894
HKG,FRA,2012,195521
HKG,FRA,2013,197497
HKG,FRA,2014,209548
HKG,FRA,2015,226773
HKG,FRA,2016,210762
HKG,FSM,2011,69
HKG,FSM,2012,66
HKG,FSM,2013,128
HKG,FSM,2014,93
HKG,FSM,2015,93
HKG,FSM,2016,115
HKG,GAB,2011,852
HKG,GAB,2012,649
HKG,GAB,2013,761
HKG,GAB,2014,798
HKG,GAB,2015,936
HKG,GAB,2016,1128
HKG,GBR,2011,628794
HKG,GBR,2012,630857
HKG,GBR,2013,606990
HKG,GBR,2014,632000
HKG,GBR,2015,681179
HKG,GBR,2016,707422
HKG,GEO,2011,418
HKG,GEO,2012,574
HKG,GEO,2013,569
HKG,GEO,2014,634
HKG,GEO,2015,789
HKG,GEO,2016,891
HKG,GHA,2011,2017
HKG,GHA,2012,3233
HKG,GHA,2013,3136
HKG,GHA,2014,1977
HKG,GHA,2015,2082
HKG,GHA,2016,2360
HKG,GIB,2011,194
HKG,GIB,2012,217
HKG,GIB,2013,199
HKG,GIB,2014,305
HKG,GIB,2015,313
HKG,GIB,2016,363
HKG,GIN,2011,312
HKG,GIN,2012,323
HKG,GIN,2013,521
HKG,GIN,2014,411
HKG,GIN,2015,341
HKG,GIN,2016,431
HKG,GMB,2011,55
HKG,GMB,2012,40
HKG,GMB,2013,55
HKG,GMB,2014,24
HKG,GMB,2015,31
HKG,GMB,2016,45
HKG,GNB,2011,16
HKG,GNB,2012,62
HKG,GNB,2013,39
HKG,GNB,2014,13
HKG,GNB,2015,7
HKG,GNB,2016,18
HKG,GNQ,2011,445
HKG,GNQ,2012,510
HKG,GNQ,2013,807
HKG,GNQ,2014,937
HKG,GNQ,2015,611
HKG,GNQ,2016,352
HKG,GRC,2011,9660
HKG,GRC,2012,8561
HKG,GRC,2013,9438
HKG,GRC,2014,12201
HKG,GRC,2015,17471
HKG,GRC,2016,16645
HKG,GTM,2011,257
HKG,GTM,2012,260
HKG,GTM,2013,203
HKG,GTM,2014,248
HKG,GTM,2015,340
HKG,GTM,2016,345
HKG,GUY,2011,53
HKG,GUY,2012,59
HKG,GUY,2013,49
HKG,GUY,2014,32
HKG,GUY,2015,34
HKG,GUY,2016,26
HKG,HND,2011,1091
HKG,HND,2012,854
HKG,HND,2013,788
HKG,HND,2014,897
HKG,HND,2015,282
HKG,HND,2016,194
HKG,HRV,2011,2179
HKG,HRV,2012,2228
HKG,HRV,2013,2919
HKG,HRV,2014,3573
HKG,HRV,2015,4383
HKG,HRV,2016,4998
HKG,HTI,2011,41
HKG,HTI,2012,48
HKG,HTI,2013,25
HKG,HTI,2014,28
HKG,HTI,2015,35
HKG,HTI,2016,50
HKG,HUN,2011,8288
HKG,HUN,2012,7788
HKG,HUN,2013,9689
HKG,HUN,2014,11008
HKG,HUN,2015,15909
HKG,HUN,2016,15548
HKG,IDN,2011,809736
HKG,IDN,2012,869204
HKG,IDN,2013,998044
HKG,IDN,2014,1003183
HKG,IDN,2015,984727
HKG,IDN,2016,1013137
HKG,IND,2011,492858
HKG,IND,2012,445820
HKG,IND,2013,464190
HKG,IND,2014,512475
HKG,IND,2015,555740
HKG,IND,2016,549922
HKG,IRL,2011,14902
HKG,IRL,2012,12977
HKG,IRL,2013,12960
HKG,IRL,2014,15305
HKG,IRL,2015,20310
